Module	Section	Sample Name	Source
Cutadapt	all_sections	Zacatecas	/home/edu/nf-core-ampliseq-ejercicio/work/ae/bdab455df82efac7377fb15fcd7f8d/Zacatecas.trimmed.cutadapt.log
Cutadapt	all_sections	Chihuahua	/home/edu/nf-core-ampliseq-ejercicio/work/ae/bdab455df82efac7377fb15fcd7f8d/Chihuahua.trimmed.cutadapt.log
Cutadapt	all_sections	Adobera_pasteurizada	/home/edu/nf-core-ampliseq-ejercicio/work/ae/bdab455df82efac7377fb15fcd7f8d/Adobera_pasteurizada.trimmed.cutadapt.log
Cutadapt	all_sections	Adobera_artesanal	/home/edu/nf-core-ampliseq-ejercicio/work/ae/bdab455df82efac7377fb15fcd7f8d/Adobera_artesanal.trimmed.cutadapt.log
FastQC	all_sections	Adobera_artesanal	/home/edu/nf-core-ampliseq-ejercicio/work/ae/bdab455df82efac7377fb15fcd7f8d/Adobera_artesanal_fastqc.zip
FastQC	all_sections	Chihuahua	/home/edu/nf-core-ampliseq-ejercicio/work/ae/bdab455df82efac7377fb15fcd7f8d/Chihuahua_fastqc.zip
FastQC	all_sections	Zacatecas	/home/edu/nf-core-ampliseq-ejercicio/work/ae/bdab455df82efac7377fb15fcd7f8d/Zacatecas_fastqc.zip
FastQC	all_sections	Adobera_pasteurizada	/home/edu/nf-core-ampliseq-ejercicio/work/ae/bdab455df82efac7377fb15fcd7f8d/Adobera_pasteurizada_fastqc.zip
