Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	Chiapas	Chiapas	Chiapas	Chiapas	Chiapas	Chihuahua	Chihuahua	Chihuahua	Chihuahua	Chihuahua	Durango	Durango	Durango	Durango	Durango	EDOMEX	EDOMEX	EDOMEX	EDOMEX	EDOMEX	Hidalgo	Hidalgo	Hidalgo	Hidalgo	Hidalgo	Jalisco	Jalisco	Jalisco	Jalisco	Jalisco	Queretaro	Queretaro	Queretaro	Queretaro	Queretaro	Veracruz	Veracruz	Veracruz	Veracruz	Veracruz
Bacteria;Bacteria;Proteobacteria	259.0	259.0	259.0	259.0	259.0	134.0	134.0	134.0	134.0	134.0	3161.0	3161.0	3161.0	3161.0	3161.0	3868.0	3868.0	3868.0	3868.0	3868.0	2692.0	2692.0	2692.0	2692.0	2692.0	10.0	770.0	1073.0	13634.5	31827.0	732.0	866.5	1001.0	1016.5	1032.0	6210.0	13966.5	21723.0	29479.5	37236.0
Bacteria;Bacteria;Firmicutes	42821.0	42821.0	42821.0	42821.0	42821.0	54861.0	54861.0	54861.0	54861.0	54861.0	607.0	607.0	607.0	607.0	607.0	41027.0	41027.0	41027.0	41027.0	41027.0	37036.0	37036.0	37036.0	37036.0	37036.0	3058.0	7836.5	17703.0	23316.5	64922.0	8668.0	14574.5	20481.0	24438.0	28395.0	2083.0	8177.0	14271.0	20365.0	26459.0
Bacteria;Bacteria;Bacteroidota	1.0	1.0	1.0	1.0	1.0	138.0	138.0	138.0	138.0	138.0	1.0	1.0	1.0	1.0	1.0	130.0	130.0	130.0	130.0	130.0	13.0	13.0	13.0	13.0	13.0	1.0	4.0	39.0	56.0	128.0	26.0	41.5	57.0	286.0	515.0	15.0	27.0	39.0	51.0	63.0
Bacteria;Bacteria;Deinococcota	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Actinobacteriota	25.0	25.0	25.0	25.0	25.0	11.0	11.0	11.0	11.0	11.0	1.0	1.0	1.0	1.0	1.0	125.0	125.0	125.0	125.0	125.0	63.0	63.0	63.0	63.0	63.0	1.0	1.0	1.0	70.0	101.0	21.0	22.5	24.0	30.0	36.0	23.0	66.5	110.0	153.5	197.0
Bacteria;Bacteria;Campylobacterota	6.0	6.0	6.0	6.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	6.0	6.0	6.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.75	2.5	3.25	4.0
Bacteria;Bacteria;Fusobacteriota	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.0	35.0	35.0	35.0	35.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Acidobacteriota	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	9.0	9.0	9.0	9.0	6.0	6.0	6.0	6.0	6.0	1.0	1.0	1.0	9.5	24.0	1.0	1.0	1.0	1.0	1.0	10.0	12.75	15.5	18.25	21.0
Bacteria;Bacteria;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.5	17.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
