	SubjectID1	SubjectID2	Group1	Group2	Distance
41	Cincho	Chiapas	Rw	Rw	0.8584474885844748
42	Cincho	Ranchero_Estado_de_Mexico	Rw	Rw	0.7380952380952381
43	Cincho	Ranchero_Veracruz	Rw	Rw	0.9409654272667971
44	Cincho	Zacatecas	Rw	Rw	0.8007175472928898
45	Oaxaca	Adobera_artesanal	Rw	Rw	0.6784083496412263
46	Oaxaca	Adobera_mesa	Rw	Rw	0.8803000652315721
47	Oaxaca	Cotija	Rw	Rw	0.8320287018917156
48	Oaxaca	Panela_artesanal	Rw	Rw	0.6771037181996086
49	Oaxaca	Jocoque	Rw	Rw	0.8362687540769732
50	Oaxaca	Chiapas	Rw	Rw	0.9341161121983039
51	Oaxaca	Ranchero_Estado_de_Mexico	Rw	Rw	0.7550554468362688
52	Oaxaca	Ranchero_Veracruz	Rw	Rw	0.9461839530332681
53	Oaxaca	Zacatecas	Rw	Rw	0.8118069145466406
54	Oaxaca	Cincho	Rw	Rw	0.8010437051532941
55	Canasto	Adobera_artesanal	Rw	Rw	0.9677103718199609
56	Canasto	Adobera_mesa	Rw	Rw	0.9279191128506197
57	Canasto	Cotija	Rw	Rw	0.9318330071754729
58	Canasto	Panela_artesanal	Rw	Rw	0.9794520547945206
59	Canasto	Jocoque	Rw	Rw	0.9755381604696673
60	Canasto	Chiapas	Rw	Rw	0.9768427919112851
61	Canasto	Ranchero_Estado_de_Mexico	Rw	Rw	0.9817351598173516
62	Canasto	Ranchero_Veracruz	Rw	Rw	0.9748858447488584
63	Canasto	Zacatecas	Rw	Rw	0.9748858447488584
64	Canasto	Cincho	Rw	Rw	0.9739073711676451
65	Canasto	Oaxaca	Rw	Rw	0.9739073711676451
66	Asadero	Adobera_artesanal	Rw	Rw	0.6947162426614482
67	Asadero	Adobera_mesa	Rw	Rw	0.8936725375081539
68	Asadero	Cotija	Rw	Rw	0.8829093281148076
69	Asadero	Panela_artesanal	Rw	Rw	0.6621004566210046
70	Asadero	Jocoque	Rw	Rw	0.6030658838878017
71	Asadero	Chiapas	Rw	Rw	0.8972602739726028
72	Asadero	Ranchero_Estado_de_Mexico	Rw	Rw	0.6206784083496413
73	Asadero	Ranchero_Veracruz	Rw	Rw	0.9615133724722765
74	Asadero	Zacatecas	Rw	Rw	0.5994781474233529
75	Asadero	Cincho	Rw	Rw	0.8202870189171559
76	Asadero	Oaxaca	Rw	Rw	0.8039791258969341
77	Asadero	Canasto	Rw	Rw	0.9628180039138943
78	Manchego	Adobera_artesanal	Rw	Rw	0.7990867579908676
79	Manchego	Adobera_mesa	Rw	Rw	0.9018264840182648
80	Manchego	Cotija	Rw	Rw	0.8953033268101761
81	Manchego	Panela_artesanal	Rw	Rw	0.6862361382909328
82	Manchego	Jocoque	Rw	Rw	0.23613829093281147
83	Manchego	Chiapas	Rw	Rw	0.9536855838225701
84	Manchego	Ranchero_Estado_de_Mexico	Rw	Rw	0.5071754729288976
85	Manchego	Ranchero_Veracruz	Rw	Rw	0.9732550554468362
86	Manchego	Zacatecas	Rw	Rw	0.6650358773646445
87	Manchego	Cincho	Rw	Rw	0.8812785388127854
88	Manchego	Oaxaca	Rw	Rw	0.8437703848662753
89	Manchego	Canasto	Rw	Rw	0.9709719504240052
90	Manchego	Asadero	Rw	Rw	0.5652315720808871
91	Adobera_artesanal	Adobera_pasteurizada	Rw	Pd	0.7579908675799086
92	Adobera_artesanal	Panela_pasteurizado	Rw	Pd	0.7031963470319634
93	Adobera_artesanal	Chihuahua	Rw	Pd	0.7420091324200914
94	Adobera_mesa	Adobera_pasteurizada	Rw	Pd	0.9015003261578604
95	Adobera_mesa	Panela_pasteurizado	Rw	Pd	0.8956294846705806
96	Adobera_mesa	Chihuahua	Rw	Pd	0.9067188519243313
97	Cotija	Adobera_pasteurizada	Rw	Pd	0.8988910632746249
98	Cotija	Panela_pasteurizado	Rw	Pd	0.8767123287671232
99	Cotija	Chihuahua	Rw	Pd	0.8926940639269406
100	Panela_artesanal	Adobera_pasteurizada	Rw	Pd	0.855512067840835
101	Panela_artesanal	Panela_pasteurizado	Rw	Pd	0.6686236138290933
102	Panela_artesanal	Chihuahua	Rw	Pd	0.7495107632093934
103	Jocoque	Adobera_pasteurizada	Rw	Pd	0.8313763861709067
104	Jocoque	Panela_pasteurizado	Rw	Pd	0.3943248532289628
105	Jocoque	Chihuahua	Rw	Pd	0.7299412915851272
106	Chiapas	Adobera_pasteurizada	Rw	Pd	0.9458577951728636
107	Chiapas	Panela_pasteurizado	Rw	Pd	0.9096542726679713
108	Chiapas	Chihuahua	Rw	Pd	0.5600130463144162
109	Ranchero_Estado_de_Mexico	Adobera_pasteurizada	Rw	Pd	0.7619047619047619
110	Ranchero_Estado_de_Mexico	Panela_pasteurizado	Rw	Pd	0.42596216568819306
111	Ranchero_Estado_de_Mexico	Chihuahua	Rw	Pd	0.662426614481409
112	Ranchero_Veracruz	Adobera_pasteurizada	Rw	Pd	0.9719504240052185
113	Ranchero_Veracruz	Panela_pasteurizado	Rw	Pd	0.9631441617742987
114	Ranchero_Veracruz	Chihuahua	Rw	Pd	0.9827136333985649
115	Zacatecas	Adobera_pasteurizada	Rw	Pd	0.49510763209393344
116	Zacatecas	Panela_pasteurizado	Rw	Pd	0.5035877364644488
117	Zacatecas	Chihuahua	Rw	Pd	0.4690150032615786
118	Cincho	Adobera_pasteurizada	Rw	Pd	0.8362687540769732
119	Cincho	Panela_pasteurizado	Rw	Pd	0.7984344422700587
120	Cincho	Chihuahua	Rw	Pd	0.8564905414220483
121	Oaxaca	Adobera_pasteurizada	Rw	Pd	0.8486627527723418
122	Oaxaca	Panela_pasteurizado	Rw	Pd	0.8013698630136986
123	Oaxaca	Chihuahua	Rw	Pd	0.8499673842139596
124	Canasto	Adobera_pasteurizada	Rw	Pd	0.9540117416829745
125	Canasto	Panela_pasteurizado	Rw	Pd	0.9801043705153294
126	Canasto	Chihuahua	Rw	Pd	0.9787997390737116
127	Asadero	Adobera_pasteurizada	Rw	Pd	0.7837573385518591
128	Asadero	Panela_pasteurizado	Rw	Pd	0.5417482061317678
129	Asadero	Chihuahua	Rw	Pd	0.6764514024787998
130	Manchego	Adobera_pasteurizada	Rw	Pd	0.8493150684931506
131	Manchego	Panela_pasteurizado	Rw	Pd	0.36888454011741684
132	Manchego	Chihuahua	Rw	Pd	0.7377690802348337
