# Constructed from biom file
#OTU ID	Adobera_pasteurizada	Adobera_artesanal	Zacatecas	Chihuahua	Chiapas	Ranchero_Estado_de_Mexico
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales	1.0	1.0	1.0	1.0	1.0	1.0
