	SubjectID1	SubjectID2	Group1	Group2	Distance
42	Cincho	Ranchero_Estado_de_Mexico	Rw	Rw	0.803030303030303
43	Cincho	Ranchero_Veracruz	Rw	Rw	0.8222222222222222
44	Cincho	Zacatecas	Rw	Rw	0.7972972972972973
45	Oaxaca	Adobera_artesanal	Rw	Rw	0.7604166666666666
46	Oaxaca	Adobera_mesa	Rw	Rw	0.7350427350427351
47	Oaxaca	Cotija	Rw	Rw	0.7372881355932204
48	Oaxaca	Panela_artesanal	Rw	Rw	0.7222222222222222
49	Oaxaca	Jocoque	Rw	Rw	0.7863247863247863
50	Oaxaca	Chiapas	Rw	Rw	0.8290598290598291
51	Oaxaca	Ranchero_Estado_de_Mexico	Rw	Rw	0.7522123893805309
52	Oaxaca	Ranchero_Veracruz	Rw	Rw	0.8067226890756303
53	Oaxaca	Zacatecas	Rw	Rw	0.8248175182481752
54	Oaxaca	Cincho	Rw	Rw	0.8102189781021898
55	Canasto	Adobera_artesanal	Rw	Rw	0.9090909090909091
56	Canasto	Adobera_mesa	Rw	Rw	0.8901098901098901
57	Canasto	Cotija	Rw	Rw	0.9148936170212766
58	Canasto	Panela_artesanal	Rw	Rw	0.9418604651162791
59	Canasto	Jocoque	Rw	Rw	0.9080459770114943
60	Canasto	Chiapas	Rw	Rw	0.9285714285714286
61	Canasto	Ranchero_Estado_de_Mexico	Rw	Rw	0.9438202247191011
62	Canasto	Ranchero_Veracruz	Rw	Rw	0.9204545454545454
63	Canasto	Zacatecas	Rw	Rw	0.9142857142857143
64	Canasto	Cincho	Rw	Rw	0.9158878504672897
65	Canasto	Oaxaca	Rw	Rw	0.9
66	Asadero	Adobera_artesanal	Rw	Rw	0.7333333333333333
67	Asadero	Adobera_mesa	Rw	Rw	0.7961165048543689
68	Asadero	Cotija	Rw	Rw	0.7980769230769231
69	Asadero	Panela_artesanal	Rw	Rw	0.7872340425531915
70	Asadero	Jocoque	Rw	Rw	0.7311827956989247
71	Asadero	Chiapas	Rw	Rw	0.8105263157894737
72	Asadero	Ranchero_Estado_de_Mexico	Rw	Rw	0.78125
73	Asadero	Ranchero_Veracruz	Rw	Rw	0.8653846153846154
74	Asadero	Zacatecas	Rw	Rw	0.8290598290598291
75	Asadero	Cincho	Rw	Rw	0.8512396694214877
76	Asadero	Oaxaca	Rw	Rw	0.7291666666666666
77	Asadero	Canasto	Rw	Rw	0.8970588235294118
78	Manchego	Adobera_artesanal	Rw	Rw	0.7682926829268293
79	Manchego	Adobera_mesa	Rw	Rw	0.7962962962962963
80	Manchego	Cotija	Rw	Rw	0.8198198198198198
81	Manchego	Panela_artesanal	Rw	Rw	0.75
82	Manchego	Jocoque	Rw	Rw	0.6947368421052632
83	Manchego	Chiapas	Rw	Rw	0.8557692307692307
84	Manchego	Ranchero_Estado_de_Mexico	Rw	Rw	0.7941176470588235
85	Manchego	Ranchero_Veracruz	Rw	Rw	0.8828828828828829
86	Manchego	Zacatecas	Rw	Rw	0.8278688524590164
87	Manchego	Cincho	Rw	Rw	0.8306451612903226
88	Manchego	Oaxaca	Rw	Rw	0.7450980392156863
89	Manchego	Canasto	Rw	Rw	0.92
90	Manchego	Asadero	Rw	Rw	0.631578947368421
91	Adobera_artesanal	Adobera_pasteurizada	Rw	Pd	0.7884615384615384
92	Adobera_artesanal	Panela_pasteurizado	Rw	Pd	0.7313432835820896
93	Adobera_artesanal	Chihuahua	Rw	Pd	0.7674418604651163
94	Adobera_mesa	Adobera_pasteurizada	Rw	Pd	0.85
95	Adobera_mesa	Panela_pasteurizado	Rw	Pd	0.7741935483870968
96	Adobera_mesa	Chihuahua	Rw	Pd	0.7614678899082569
97	Cotija	Adobera_pasteurizada	Rw	Pd	0.8658536585365854
98	Cotija	Panela_pasteurizado	Rw	Pd	0.7894736842105263
99	Cotija	Chihuahua	Rw	Pd	0.7522935779816514
100	Panela_artesanal	Adobera_pasteurizada	Rw	Pd	0.8611111111111112
101	Panela_artesanal	Panela_pasteurizado	Rw	Pd	0.7469879518072289
102	Panela_artesanal	Chihuahua	Rw	Pd	0.7980769230769231
103	Jocoque	Adobera_pasteurizada	Rw	Pd	0.8378378378378378
104	Jocoque	Panela_pasteurizado	Rw	Pd	0.7586206896551724
105	Jocoque	Chihuahua	Rw	Pd	0.71
106	Chiapas	Adobera_pasteurizada	Rw	Pd	0.8260869565217391
107	Chiapas	Panela_pasteurizado	Rw	Pd	0.8160919540229885
108	Chiapas	Chihuahua	Rw	Pd	0.6666666666666666
109	Ranchero_Estado_de_Mexico	Adobera_pasteurizada	Rw	Pd	0.8513513513513513
110	Ranchero_Estado_de_Mexico	Panela_pasteurizado	Rw	Pd	0.8111111111111111
111	Ranchero_Estado_de_Mexico	Chihuahua	Rw	Pd	0.7572815533980582
112	Ranchero_Veracruz	Adobera_pasteurizada	Rw	Pd	0.8974358974358975
113	Ranchero_Veracruz	Panela_pasteurizado	Rw	Pd	0.851063829787234
114	Ranchero_Veracruz	Chihuahua	Rw	Pd	0.868421052631579
115	Zacatecas	Adobera_pasteurizada	Rw	Pd	0.8461538461538461
116	Zacatecas	Panela_pasteurizado	Rw	Pd	0.8240740740740741
117	Zacatecas	Chihuahua	Rw	Pd	0.7563025210084033
118	Cincho	Adobera_pasteurizada	Rw	Pd	0.8494623655913979
119	Cincho	Panela_pasteurizado	Rw	Pd	0.8055555555555556
120	Cincho	Chihuahua	Rw	Pd	0.8
121	Oaxaca	Adobera_pasteurizada	Rw	Pd	0.8607594936708861
122	Oaxaca	Panela_pasteurizado	Rw	Pd	0.7555555555555555
123	Oaxaca	Chihuahua	Rw	Pd	0.7685185185185185
124	Canasto	Adobera_pasteurizada	Rw	Pd	0.868421052631579
125	Canasto	Panela_pasteurizado	Rw	Pd	0.9344262295081968
126	Canasto	Chihuahua	Rw	Pd	0.8974358974358975
127	Asadero	Adobera_pasteurizada	Rw	Pd	0.8214285714285714
128	Asadero	Panela_pasteurizado	Rw	Pd	0.6865671641791045
129	Asadero	Chihuahua	Rw	Pd	0.7471264367816092
130	Manchego	Adobera_pasteurizada	Rw	Pd	0.8571428571428571
131	Manchego	Panela_pasteurizado	Rw	Pd	0.6571428571428571
132	Manchego	Chihuahua	Rw	Pd	0.7362637362637363
