# Constructed from biom file
#OTU ID	Adobera_pasteurizada	Chihuahua
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	0.0	0.6363636363636364
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	1.0	0.36363636363636365
