# Constructed from biom file
#OTU ID	Adobera_pasteurizada	Chihuahua
38637af414b21bd11ad08beab0fdfff8	0.0	0.6363636363636364
14b4d2b82b4d565a0c4b3f5835980d57	1.0	0.36363636363636365
