Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	Pd	Pd	Pd	Pd	Pd	Rw	Rw	Rw	Rw	Rw
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae	1.0	11.5	22.0	457.5	893.0	1.0	147.5	351.0	421.75	3739.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinomonadaceae	1.0	1.0	1.0	7.5	14.0	14.0	26.0	59.5	188.0	31375.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae	207.0	341.5	476.0	14319.5	28163.0	99.0	746.5	1693.0	2583.0	37731.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae	1.0	5.5	10.0	15.0	20.0	1.0	18.25	43.0	67.0	193.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae	1.0	1.0	1.0	12.5	24.0	1.0	52.0	101.0	246.0	2615.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae	2780.0	5194.5	7609.0	16867.0	26125.0	85.0	4819.5	17847.5	22501.0	61559.0
Bacteria;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae	1.0	1.0	1.0	122.5	244.0	1.0	30.5	51.5	133.5	322.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	173.75	456.0
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae	1.0	4.5	8.0	23.5	39.0	1.0	2.5	16.0	57.75	128.0
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae	1.0	1.0	1.0	32.0	63.0	1.0	1.0	1.0	1.0	86.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae	1.0	14.0	27.0	32.0	37.0	1.0	52.25	301.0	729.25	10858.0
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group	1.0	1.0	1.0	2.5	4.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae	1.0	12.0	23.0	73.5	124.0	1.0	1.0	2.0	32.5	524.0
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae	1.0	2.0	3.0	35.0	67.0	1.0	1.0	1.0	6.0	371.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae	1.0	6.5	12.0	50.5	89.0	1.0	48.75	132.5	310.0	437.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	26.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	1.0	1.0	1.0	6.5	12.0	1.0	1.0	14.5	19.0	62.0
Bacteria;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae	1.0	1.0	1.0	55.0	109.0	1.0	1.0	1.0	12.25	1322.0
Bacteria;Bacteria;Deinococcota;Deinococci;Thermales;Thermaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0
Bacteria;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae	27.0	47.0	67.0	88.0	109.0	40.0	85.5	137.0	185.75	474.0
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.25	64.0
