Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	humid subtropical	humid subtropical	humid subtropical	humid subtropical	humid subtropical	marine west coast	marine west coast	marine west coast	marine west coast	marine west coast	mediterranean	mediterranean	mediterranean	mediterranean	mediterranean	oceanic subtropical highland	oceanic subtropical highland	oceanic subtropical highland	oceanic subtropical highland	oceanic subtropical highland	tropical and subtropical desert	tropical and subtropical desert	tropical and subtropical desert	tropical and subtropical desert	tropical and subtropical desert	tropical and subtropical steppe	tropical and subtropical steppe	tropical and subtropical steppe	tropical and subtropical steppe	tropical and subtropical steppe	tropical savanna	tropical savanna	tropical savanna	tropical savanna	tropical savanna
Bacteria;Bacteria;Proteobacteria	10.0	632.5	1059.0	13452.5	31827.0	2692.0	2692.0	2692.0	2692.0	2692.0	9690.0	9690.0	9690.0	9690.0	9690.0	1001.0	1016.5	1032.0	2450.0	3868.0	3161.0	3161.0	3161.0	3161.0	3161.0	134.0	283.5	433.0	582.5	732.0	259.0	3234.5	6210.0	21723.0	37236.0
Bacteria;Bacteria;Firmicutes	3058.0	7419.75	13186.5	21051.75	64922.0	37036.0	37036.0	37036.0	37036.0	37036.0	24465.0	24465.0	24465.0	24465.0	24465.0	8668.0	14574.5	20481.0	30754.0	41027.0	607.0	607.0	607.0	607.0	607.0	28395.0	35011.5	41628.0	48244.5	54861.0	2083.0	14271.0	26459.0	34640.0	42821.0
Bacteria;Bacteria;Bacteroidota	1.0	2.5	23.0	45.75	64.0	13.0	13.0	13.0	13.0	13.0	128.0	128.0	128.0	128.0	128.0	26.0	41.5	57.0	93.5	130.0	1.0	1.0	1.0	1.0	1.0	138.0	232.25	326.5	420.75	515.0	1.0	8.0	15.0	39.0	63.0
Bacteria;Bacteria;Deinococcota	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Actinobacteriota	1.0	1.0	1.0	37.0	101.0	63.0	63.0	63.0	63.0	63.0	91.0	91.0	91.0	91.0	91.0	21.0	28.5	36.0	80.5	125.0	1.0	1.0	1.0	1.0	1.0	11.0	14.25	17.5	20.75	24.0	23.0	24.0	25.0	111.0	197.0
Bacteria;Bacteria;Campylobacterota	1.0	1.0	1.0	1.0	1.0	6.0	6.0	6.0	6.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.5	4.0	5.0	6.0
Bacteria;Bacteria;Fusobacteriota	1.0	1.0	1.0	1.0	1.0	35.0	35.0	35.0	35.0	35.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Acidobacteriota	1.0	1.0	1.0	8.5	24.0	6.0	6.0	6.0	6.0	6.0	8.0	8.0	8.0	8.0	8.0	1.0	1.0	1.0	5.0	9.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.5	10.0	15.5	21.0
Bacteria;Bacteria;	1.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	1.0	1.0	17.0	17.0	17.0	17.0	17.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
