Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	Chiapas	Chiapas	Chiapas	Chiapas	Chiapas	Chihuahua	Chihuahua	Chihuahua	Chihuahua	Chihuahua	Durango	Durango	Durango	Durango	Durango	EDOMEX	EDOMEX	EDOMEX	EDOMEX	EDOMEX	Hidalgo	Hidalgo	Hidalgo	Hidalgo	Hidalgo	Jalisco	Jalisco	Jalisco	Jalisco	Jalisco	Queretaro	Queretaro	Queretaro	Queretaro	Queretaro	Veracruz	Veracruz	Veracruz	Veracruz	Veracruz
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	316.0	316.0	316.0	316.0	316.0	168.0	168.0	168.0	168.0	168.0	1.0	135.5	139.0	163.5	350.0	34.0	62.5	91.0	132.0	173.0	108.0	169.25	230.5	291.75	353.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinomonadaceae;Marinomonas	19.0	19.0	19.0	19.0	19.0	1.0	1.0	1.0	1.0	1.0	84.0	84.0	84.0	84.0	84.0	58.0	58.0	58.0	58.0	58.0	217.0	217.0	217.0	217.0	217.0	1.0	17.0	37.0	308.0	29429.0	14.0	18.5	23.0	29.0	35.0	61.0	7889.5	15718.0	23546.5	31375.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Paucilactobacillus	17.0	17.0	17.0	17.0	17.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	11.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter	104.0	104.0	104.0	104.0	104.0	20.0	20.0	20.0	20.0	20.0	18.0	18.0	18.0	18.0	18.0	68.0	68.0	68.0	68.0	68.0	40.0	40.0	40.0	40.0	40.0	1.0	1.0	10.0	32.5	148.0	1.0	4.0	7.0	11.5	16.0	35.0	54.0	73.0	92.0	111.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia	26.0	26.0	26.0	26.0	26.0	24.0	24.0	24.0	24.0	24.0	2123.0	2123.0	2123.0	2123.0	2123.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	18.0	121.0	1.0	1.0	1.0	1.0	1.0	1.0	17.0	33.0	49.0	65.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	49.0	49.0	49.0	49.0	49.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	127.0	127.0	127.0	127.0	127.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	29.5	382.0	1.0	1.0	1.0	13.5	26.0	92.0	321.25	550.5	779.75	1009.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus	3871.0	3871.0	3871.0	3871.0	3871.0	26.0	26.0	26.0	26.0	26.0	1.0	1.0	1.0	1.0	1.0	11.0	11.0	11.0	11.0	11.0	19.0	19.0	19.0	19.0	19.0	1.0	1.0	1.0	27.0	103.0	1.0	7.0	13.0	16.0	19.0	11.0	12.5	14.0	15.5	17.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	63.0	63.0	63.0	63.0	63.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	63.0	206.0	1.0	1.0	1.0	1.0	1.0	143.0	164.25	185.5	206.75	228.0
