Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	GC	GC	GC	GC	GC	Queso	Queso	Queso	Queso	Queso
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae	883.0	1647.0	1696.0	2092.0	3172.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae	1162.0	1603.0	1883.0	3414.0	3619.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales Incertae Sedis	1164.0	1259.0	1394.0	1538.0	1555.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae	36.0	164.0	636.0	1838.0	4264.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;;;;	358.0	456.0	595.0	1157.0	1522.0	1.0	1.0	1.0	4.0	70.0
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae	1454.0	1828.0	2588.0	4123.0	5681.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae	4757.0	6181.0	8271.0	12876.0	17248.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae	214.0	253.0	291.0	701.0	946.0	1.0	1.0	3.0	12.5	33.0
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae	1.0	1.0	1.0	73.0	233.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae	22.0	48.0	78.0	81.0	678.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae	1.0	10.0	86.0	89.0	280.0	12446.0	21344.75	39032.5	52820.5	107079.0
