	W	Reject null hypothesis
Bacteria;Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae	44	True
Bacteria;Bacteria;Firmicutes;Bacilli;Bacillales;	44	True
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae	44	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Budviciaceae	44	True
Bacteria;Bacteria;Actinobacteriota;Coriobacteriia;OPB41;	44	True
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae	44	True
Bacteria;Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexaceae	44	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae	44	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae	44	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;MB19	44	True
Bacteria;Bacteria;Firmicutes;Bacilli;Alicyclobacillales;Alicyclobacillaceae	44	True
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;	44	True
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;P5D1-392	44	True
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Clostridium] methylpentosum group	44	True
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Labraceae	44	True
Bacteria;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae	44	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Shewanellaceae	44	True
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Segniliparaceae	44	True
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Rarobacteraceae	44	True
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae	44	True
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Beutenbergiaceae	44	True
Bacteria;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;	44	True
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Frankiaceae	44	True
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae	44	True
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae	44	True
Bacteria;Bacteria;Firmicutes;Clostridia;Gracilibacteraceae;	44	True
Bacteria;Bacteria;Patescibacteria;;;	44	True
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Geodermatophilaceae	44	True
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae	44	True
Bacteria;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae	44	True
Bacteria;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae	44	True
Bacteria;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae	44	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae	44	True
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae	44	True
Bacteria;Bacteria;Elusimicrobiota;Endomicrobia;Endomicrobiales;Endomicrobiaceae	44	True
Bacteria;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;	44	True
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae	44	True
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;	43	True
Bacteria;Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae	43	True
Bacteria;Bacteria;Firmicutes;Clostridia;Lachnospirales;Defluviitaleaceae	43	True
Bacteria;Bacteria;Cyanobacteria;Cyanobacteriia;;	43	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae	43	True
Bacteria;Bacteria;Cyanobacteria;Vampirivibrionia;Vampirovibrionales;Vampirovibrionaceae	43	True
Bacteria;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae	43	True
Bacteria;Bacteria;Cyanobacteria;Sericytochromatia;;	43	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae	4	False
Bacteria;Bacteria;Firmicutes;BRH-c20a;;	3	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae	3	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae	3	False
Bacteria;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;	3	False
Bacteria;Bacteria;Firmicutes;Bacilli;RsaHf231;	3	False
Bacteria;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14	2	False
Bacteria;Bacteria;Firmicutes;Bacilli;Izemoplasmatales;	2	False
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae	2	False
Bacteria;Bacteria;Chloroflexi;;;	2	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae	2	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Bogoriellaceae	2	False
Bacteria;Bacteria;Firmicutes;Sulfobacillia;Sulfobacillales;Sulfobacillaceae	2	False
Bacteria;Bacteria;Sumerlaeota;Sumerlaeia;Sumerlaeales;Sumerlaeaceae	2	False
Bacteria;Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae	1	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis	1	False
Bacteria;Bacteria;Firmicutes;Clostridia;Gracilibacteraceae;Lutispora	1	False
Bacteria;Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae	1	False
Bacteria;Bacteria;Firmicutes;Bacilli;Brevibacillales;Brevibacillaceae	1	False
Bacteria;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Schlesneriaceae	1	False
Bacteria;Bacteria;Firmicutes;Incertae Sedis;DTU014;	1	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae	1	False
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae	1	False
