Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	Chiapas	Chiapas	Chiapas	Chiapas	Chiapas	Chihuahua	Chihuahua	Chihuahua	Chihuahua	Chihuahua	Durango	Durango	Durango	Durango	Durango	EDOMEX	EDOMEX	EDOMEX	EDOMEX	EDOMEX	Hidalgo	Hidalgo	Hidalgo	Hidalgo	Hidalgo	Jalisco	Jalisco	Jalisco	Jalisco	Jalisco	Queretaro	Queretaro	Queretaro	Queretaro	Queretaro	Veracruz	Veracruz	Veracruz	Veracruz	Veracruz
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales	100.0	100.0	100.0	100.0	100.0	71.0	71.0	71.0	71.0	71.0	2926.0	2926.0	2926.0	2926.0	2926.0	3556.0	3556.0	3556.0	3556.0	3556.0	2089.0	2089.0	2089.0	2089.0	2089.0	1.0	600.5	929.0	5253.5	16560.0	174.0	400.5	627.0	703.0	779.0	5080.0	5212.5	5345.0	5477.5	5610.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales	19.0	19.0	19.0	19.0	19.0	12.0	12.0	12.0	12.0	12.0	191.0	191.0	191.0	191.0	191.0	180.0	180.0	180.0	180.0	180.0	488.0	488.0	488.0	488.0	488.0	1.0	90.0	198.0	715.5	29672.0	237.0	306.0	375.0	415.0	455.0	479.0	8275.75	16072.5	23869.25	31666.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales	42623.0	42623.0	42623.0	42623.0	42623.0	54422.0	54422.0	54422.0	54422.0	54422.0	356.0	356.0	356.0	356.0	356.0	40877.0	40877.0	40877.0	40877.0	40877.0	36209.0	36209.0	36209.0	36209.0	36209.0	2990.0	7398.0	17620.0	22971.0	64551.0	8601.0	14486.5	20372.0	23363.5	26355.0	1554.0	7734.5	13915.0	20095.5	26276.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales	104.0	104.0	104.0	104.0	104.0	20.0	20.0	20.0	20.0	20.0	18.0	18.0	18.0	18.0	18.0	68.0	68.0	68.0	68.0	68.0	40.0	40.0	40.0	40.0	40.0	1.0	5.5	19.0	55.0	193.0	1.0	4.0	7.0	23.5	40.0	59.0	72.0	85.0	98.0	111.0
Bacteria;Bacteria;Firmicutes;Bacilli;Staphylococcales	42.0	42.0	42.0	42.0	42.0	1.0	1.0	1.0	1.0	1.0	136.0	136.0	136.0	136.0	136.0	1.0	1.0	1.0	1.0	1.0	322.0	322.0	322.0	322.0	322.0	1.0	40.0	126.0	178.0	244.0	16.0	23.0	30.0	77.0	124.0	15.0	25.0	35.0	45.0	55.0
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales	1.0	1.0	1.0	1.0	1.0	8.0	8.0	8.0	8.0	8.0	1.0	1.0	1.0	1.0	1.0	125.0	125.0	125.0	125.0	125.0	13.0	13.0	13.0	13.0	13.0	1.0	4.0	39.0	56.0	128.0	15.0	17.5	20.0	38.5	57.0	15.0	25.75	36.5	47.25	58.0
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales	6.0	6.0	6.0	6.0	6.0	147.0	147.0	147.0	147.0	147.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	7.0	7.0	7.0	7.0	1.0	1.0	1.0	2.0	6.0	1.0	10.0	19.0	249.5	480.0	1.0	6.5	12.0	17.5	23.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales	26.0	26.0	26.0	26.0	26.0	23.0	23.0	23.0	23.0	23.0	29.0	29.0	29.0	29.0	29.0	43.0	43.0	43.0	43.0	43.0	1.0	1.0	1.0	1.0	1.0	1.0	14.5	61.0	68.0	327.0	1.0	1.0	1.0	25.0	49.0	57.0	119.5	182.0	244.5	307.0
