Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	210
Adobera_artesanal	28.536266960029337	23.267290062339566	27.712431243124314	29.675320865419874	27.33058305830583	27.699046571323798	28.855995599559957	21.783681701503482	27.593142647598093	30.797653098643195	29.70704070407041	26.227194719471946	29.588683535020174	28.872291895856257	27.182860286028603	24.70915291529153	29.654616795012835	29.463278327832786	28.517975797579755	27.50739273927393	30.02701870187019	29.302618261826183	26.980740740740735	25.619134580124676	28.08000733406674	26.898474514118078	28.87129446277961	27.302420242024205	27.952775944261095	27.30137880454712	26.896391639163916	28.445500550055005	27.704715804913825	25.79625229189586	27.02808947561423	27.649299596626328	26.562757609094245	26.355100843417677	26.252922625595893	25.16731206453979	26.019992665933263	26.789372937293734	26.822867620095344	25.535320865419877	26.034609460946093	25.862009534286763	26.73810047671434	26.49925192519252	24.949640703552557	25.381043702747558
Adobera_mesa	30.643995195577617	27.237428186909398	30.943273085104842	31.423888977323706	30.610335296586257	31.38287773323879	32.34659855577905	24.89324631347409	29.56059794799068	30.467730778692676	29.653181482714206	27.364783005079374	29.61454061328741	28.993372212494393	27.928275183421853	29.45385873261653	30.672112643445292	32.13226053861627	31.45487750170036	30.290074237008525	30.165107158878772	29.023292765871236	28.425828111659406	28.717783598396597	28.004995441587198	30.432279351113557	29.11557530063818	28.73474089402776	27.16886965833611	26.425150861757082	24.5272332604952	20.955747217921076	23.386217675064756	23.882908122657483	25.239810138488917	23.742526373674078	22.737959278178952	23.484123699405234	26.110432253303042	24.830539918672127	23.819272679912594	23.225712342445338	25.98294430053688	25.45896126072674	25.688916544867805	27.441257253664823	28.11539585835637	24.780290291304283	23.55991098838649	22.173143528030526
Adobera_pasteurizada	28.64990883042459	22.798384996092732	27.31622818442303	28.624641833810887	28.79343579057046	29.772336545975513	30.860380307371713	23.188069809846315	28.818963271685334	30.804063558218285	29.88408439697838	27.30049492055223	30.16045845272206	28.66720500130242	29.834696535556134	26.484292784579317	29.27611357124251	29.69007554050534	28.589684813753582	26.64996092732482	29.070747590518362	29.37666058869497	27.095702005730658	26.296639749934876	28.584683511331082	28.985673352435533	30.22307892680385	29.386246418338107	30.33232612659547	29.23808283407137	28.384110445428497	30.89445168012503	29.97483719718677	28.261213857775466	29.599583224798124	29.584631414430838	29.333263870799687	29.72560562646522	27.940661630632974	25.682729877572285	26.716228184423027	28.673717113831724	28.60843969783798	26.4565772336546	27.808960666840317	27.65694191195624	27.897317009637923	26.134774680906485	24.750114267730236	25.851287440882817
Asadero	25.7761699789358	25.83221906768019	30.716823884971152	31.062459932228226	30.71288579540251	32.41349940470739	33.44527887169155	25.568183899624508	29.93689898342339	30.580108068504444	30.638703177946695	29.109295723051567	31.2174558109717	30.467075739536586	30.42126568367067	27.82947156332998	31.49889183991208	32.260390145617734	31.14453704551699	30.10482644930854	31.460774796226758	30.85189119882773	27.432567084897887	26.75853100100742	29.657972341789538	28.999725249564978	30.92149464236652	30.518215953841928	30.687004304423482	30.163586409011817	29.013133070794026	30.296565619562234	29.506676435571023	28.709314039747227	28.8769484385017	30.257148090484474	29.51350856305523	29.861031229966112	28.906548218701346	27.948237018041947	29.15975821961718	30.184577342247458	30.639087828555727	29.747559300302225	28.6565619562231	29.139957871599968	30.07132521293159	28.973220990933235	27.83044507310916	27.838386622565235
Canasto	33.243608532812246	27.870705096889758	31.50594365738479	31.972154372252078	29.17684416218857	29.496498941540466	30.219671063344734	23.18075232046898	28.46523367529718	31.51415078977365	29.18495359062042	25.67526461488357	28.753558052434453	30.088291809151606	28.295880149812735	29.60306139065299	30.781631656082073	31.136069044129624	29.289106008793357	28.636704119850187	29.529913694837973	28.681941051945937	24.828952939260706	23.53916300276828	21.46116267708842	22.398339032730824	23.903207946588502	24.960299625468163	24.399218368343917	23.82605438853607	22.106432177169843	23.248819410519456	25.154404820061878	26.775476306790427	27.2904738641915	28.03162351408566	28.35215762905064	29.4235140856538	28.990620420127016	28.12896922325354	28.310828855235304	28.385930630190522	28.56896270965641	29.426217228464417	28.23448949682462	28.293111871030778	28.23162351408565	27.770265429083214	27.517971720920904	27.239305031961973
Chiapas	24.310505457832164	20.4997740387958	25.167784884933603	26.442779670444274	27.35795731071404	29.40977195300007	30.818275046930403	23.44780296182994	29.585969547382327	31.011256344295344	30.38717235625391	28.337690328860457	30.67876312313148	29.690440102899252	30.421692275603142	29.46907112563443	30.23120350413683	31.126684280052835	29.957175137314884	28.241218799972188	29.270492943057775	29.74669053744003	27.847514426753804	27.01698532990336	28.4806890078565	28.34397900298964	29.716443023013277	28.521344642981298	29.29036362372245	29.14043315024682	29.40217965653897	28.843447125078217	28.927869707293333	28.299847041646387	28.99564416324828	28.838406452061463	29.214697907251615	28.346096085656676	28.192136550093856	28.393860807898214	28.366095390391433	28.828238197872487	28.49824097893346	28.571104776472225	28.208478759646805	27.868671348119307	28.69508099840089	26.97296113467288	26.16950496270271	25.0580421296134
Chihuahua	31.406460178282245	26.421034970748288	30.237325474519643	30.625082065272895	30.40926133959704	31.188830369257253	32.128430328406985	24.527274849364634	29.399865777687	30.44452971127613	30.386239295041072	28.560570736617887	30.63211414732358	29.56312679631764	30.251520943057642	28.316700465401283	30.265955677457946	30.81308667551756	29.80685409159214	28.041136221058316	29.78270866463388	30.13808558131392	27.89261923172315	26.884650511357837	29.018225055804386	28.9720700873904	30.676991085887686	29.611502268648877	30.31419400959981	29.40549144332755	29.07932830485972	29.790811607312197	29.03058518010592	28.17504632128737	29.04955721226092	29.157556570328115	29.391663627212115	29.30647914447865	27.96381833301723	27.505630042455103	28.30778343521585	29.675826853216233	29.215852822315917	28.488785142173526	28.49381847891105	28.192976671578425	28.704798447689775	27.15053907765928	26.081554730319446	25.53089577912054
Cincho	29.90014515826934	25.625117063120435	29.502645626521822	29.908643940812887	29.33327870387713	30.073796591121933	30.844680651807455	23.05103952050946	28.565391459074732	30.286078853717925	29.508325529125308	26.917180183554972	29.903240307173625	28.76376194043828	29.283302116501215	26.66021258662671	29.574292938752574	30.37501873009927	29.236186551788727	27.34320097396516	29.911092901292374	29.846858025847535	27.174110320284694	26.53470687394643	28.35672410563776	28.31277392770182	29.238729162764564	29.28089061622027	29.536879565461696	29.287202659674097	28.848880876568643	29.744469938190672	28.717859149653492	27.337399325716426	28.828244989698447	29.98259973777861	28.617695261284883	28.44103764749953	27.585006555534743	26.631063869638506	27.907300056190298	29.095968346132235	29.053460385840044	28.591730661172505	28.050641505899982	28.104626334519573	28.376568645813826	27.12730380221015	25.75195314875871	25.60950876117256
Cotija	25.797802332971155	23.42706902560528	28.068513089649233	29.085897619877407	29.005801676951148	30.980421902868038	32.16279546526169	24.16211894462781	29.81754443510527	31.071715287316266	30.741999630988744	27.474839582607274	29.36055269685725	28.738752331946124	28.284237069230606	27.160946308862417	29.96547284692183	29.968970253592733	28.466659833124908	28.325447426146496	30.279222616289797	30.45381414133131	26.2361221017241	25.357481703191944	25.92711207691835	25.850583242788908	27.412554582914776	28.10285573709998	29.15013427909551	28.557711310194964	27.096631747268294	28.819975809262182	28.60330470079337	28.281530986695095	29.00766723385063	28.475971217122122	27.85776256175813	27.13406178888456	26.129055536193857	25.708493409048977	26.580024190737817	27.278853605034953	27.830718136903176	26.82266959142254	25.997142212837492	26.320412472580415	27.51778429242092	26.68343344472006	25.729127099475882	25.89494732936156
