Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	Chiapas	Chiapas	Chiapas	Chiapas	Chiapas	Chihuahua	Chihuahua	Chihuahua	Chihuahua	Chihuahua	Durango	Durango	Durango	Durango	Durango	EDOMEX	EDOMEX	EDOMEX	EDOMEX	EDOMEX	Hidalgo	Hidalgo	Hidalgo	Hidalgo	Hidalgo	Jalisco	Jalisco	Jalisco	Jalisco	Jalisco	Queretaro	Queretaro	Queretaro	Queretaro	Queretaro	Veracruz	Veracruz	Veracruz	Veracruz	Veracruz
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Celerinatantimonadaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	11.0	11.0	11.0	11.0	11.0	1.0	1.0	1.0	15.0	37.0	1.0	1.0	1.0	1.0	1.0	55.0	365.5	676.0	986.5	1297.0
Bacteria;Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae	19.0	19.0	19.0	19.0	19.0	25.0	25.0	25.0	25.0	25.0	1.0	1.0	1.0	1.0	1.0	13.0	13.0	13.0	13.0	13.0	20.0	20.0	20.0	20.0	20.0	1.0	1.0	1.0	7.5	20.0	1.0	1.0	1.0	1.0	1.0	1.0	3.75	6.5	9.25	12.0
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	6.0	6.0	6.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	11.0	11.0	11.0	11.0	11.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	108.0	108.0	108.0	108.0	108.0	12.0	12.0	12.0	12.0	12.0	20.0	20.0	20.0	20.0	20.0	1.0	4.0	19.0	81.5	149.0	28.0	45.5	63.0	199.0	335.0	28.0	43.5	59.0	74.5	90.0
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae	1.0	1.0	1.0	1.0	1.0	103.0	103.0	103.0	103.0	103.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.5	12.0	183.5	355.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Brevibacteriaceae	13.0	13.0	13.0	13.0	13.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae	26.0	26.0	26.0	26.0	26.0	23.0	23.0	23.0	23.0	23.0	29.0	29.0	29.0	29.0	29.0	29.0	29.0	29.0	29.0	29.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	22.0	31.0	327.0	1.0	1.0	1.0	18.5	36.0	36.0	103.75	171.5	239.25	307.0
Bacteria;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14.0	14.0	14.0	14.0	14.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	41.0	41.0	41.0	41.0	41.0	37.0	37.0	37.0	37.0	37.0	1.0	1.0	1.0	20.5	85.0	1.0	11.0	21.0	28.5	36.0	23.0	48.25	73.5	98.75	124.0
