Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	Pd	Pd	Pd	Pd	Pd	Rw	Rw	Rw	Rw	Rw
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;	1.0	1.0	1.0	175.5	350.0	1.0	95.25	137.5	171.75	353.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinomonadaceae;Marinomonas	1.0	1.0	1.0	7.5	14.0	14.0	26.0	59.5	188.0	31375.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Paucilactobacillus	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	17.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter	1.0	5.5	10.0	15.0	20.0	1.0	9.25	27.0	62.5	148.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia	1.0	1.0	1.0	12.5	24.0	1.0	1.0	1.0	32.75	2123.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	1.0	1.0	1.0	191.5	382.0	1.0	1.0	1.0	55.75	1009.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus	1.0	1.0	1.0	13.5	26.0	1.0	3.5	15.0	20.5	3871.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	109.5	228.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	379.0	3027.5	5676.0	9062.0	12448.0	61.0	2537.5	3730.5	10780.25	50752.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	64.0	89.5	115.0	13820.0	27525.0	65.0	267.0	526.0	1056.5	26429.0
Bacteria;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	24.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	173.75	456.0
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium	1.0	4.5	8.0	21.5	35.0	1.0	1.0	12.5	42.0	106.0
Bacteria;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus	1.0	1.0	1.0	1.0	1.0	1.0	1.0	24.0	76.5	170.0
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002	1.0	1.0	1.0	19.5	38.0	1.0	1.0	1.0	1.0	86.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas	1.0	14.0	27.0	32.0	37.0	1.0	52.25	301.0	729.25	10858.0
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;	1.0	1.0	1.0	2.5	4.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus	1934.0	2168.0	2402.0	8040.0	13678.0	25.0	787.25	6023.5	12666.75	30435.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	374.0
