Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	Semi-hard	Semi-hard	Semi-hard	Semi-hard	Semi-hard	Semi-soft	Semi-soft	Semi-soft	Semi-soft	Semi-soft	semi-hard	semi-hard	semi-hard	semi-hard	semi-hard	semi-soft	semi-soft	semi-soft	semi-soft	semi-soft	soft	soft	soft	soft	soft
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;	91.0	91.0	91.0	91.0	91.0	168.0	169.25	170.5	171.75	173.0	1.0	59.5	137.5	175.75	353.0	1.0	1.0	1.0	1.0	1.0	1.0	54.5	135.0	227.5	350.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinomonadaceae;Marinomonas	14.0	14.0	14.0	14.0	14.0	23.0	71.5	120.0	168.5	217.0	1.0	35.5	49.0	91.0	29429.0	1.0	1.0	1.0	1.0	1.0	14.0	19.5	58.0	299.5	31375.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Paucilactobacillus	1.0	1.0	1.0	1.0	1.0	1.0	3.5	6.0	8.5	11.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	17.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter	1.0	1.0	1.0	1.0	1.0	7.0	15.25	23.5	31.75	40.0	10.0	16.75	27.0	43.25	148.0	20.0	20.0	20.0	20.0	20.0	1.0	1.0	18.0	86.0	111.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	49.0	121.0	24.0	24.0	24.0	24.0	24.0	1.0	1.0	1.0	30.5	2123.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	26.0	26.0	26.0	26.0	26.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	43.75	1009.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	49.0	109.5	382.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus	19.0	19.0	19.0	19.0	19.0	1.0	5.5	10.0	14.5	19.0	1.0	3.5	12.0	28.0	103.0	26.0	26.0	26.0	26.0	26.0	1.0	1.0	11.0	19.0	3871.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	94.0	228.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	103.0	206.0
