	W	Reject null hypothesis
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae	123	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	123	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Tsukamurellaceae	122	False
Bacteria;Bacteria;Myxococcota;Myxococcia;Myxococcales;Vulgatibacteraceae	121	False
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;Hydrogenoanaerobacterium	121	False
Bacteria;Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;	120	False
Bacteria;Bacteria;Myxococcota;Myxococcia;Myxococcales;Anaeromyxobacteraceae	115	False
Bacteria;Bacteria;Planctomycetota;vadinHA49;;	115	False
Bacteria;Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;Desulfitobacteriaceae	113	False
Bacteria;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae	112	False
Bacteria;Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;	112	False
Bacteria;Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae	112	False
Bacteria;Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales;Syntrophomonadaceae	111	False
Bacteria;Bacteria;Firmicutes;Bacilli;RF39;	110	False
Bacteria;Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;	110	False
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae	110	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae	109	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae	108	False
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae	105	False
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group	104	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	103	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Nakamurellaceae	102	False
Bacteria;Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae	102	False
Bacteria;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae	100	False
Bacteria;Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae	100	False
Bacteria;Bacteria;Rs-K70 termite group;;;	99	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae	98	False
Bacteria;Bacteria;Desulfobacterota;Desulfarculia;Desulfarculales;	97	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae	97	False
Bacteria;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae	97	False
Bacteria;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae	96	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae	96	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;	96	False
Bacteria;Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;	89	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae	89	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae	88	False
Bacteria;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae	87	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae	87	False
Bacteria;Bacteria;Firmicutes;Limnochordia;Hydrogenispora;	87	False
Bacteria;Bacteria;Chloroflexi;;;	86	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chitinibacteraceae	86	False
Bacteria;Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae	86	False
Bacteria;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Schlesneriaceae	86	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae	86	False
Bacteria;Bacteria;Firmicutes;Clostridia;Gracilibacteraceae;Lutispora	86	False
Bacteria;Bacteria;Sumerlaeota;Sumerlaeia;Sumerlaeales;Sumerlaeaceae	86	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae	86	False
Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae	86	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;;	86	False
Bacteria;Bacteria;Myxococcota;Myxococcia;Myxococcales;	85	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae	85	False
Bacteria;Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae	81	False
Bacteria;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae	81	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae	80	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae	79	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae	79	False
Bacteria;Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae	78	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae	77	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;;	77	False
Bacteria;Bacteria;Cyanobacteria;Vampirivibrionia;Vampirovibrionales;Vampirovibrionaceae	77	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae	77	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Budviciaceae	77	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;;	76	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae	75	False
Bacteria;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae	75	False
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae	74	False
Bacteria;Bacteria;Patescibacteria;;;	73	False
Bacteria;Bacteria;Firmicutes;Bacilli;Alicyclobacillales;Alicyclobacillaceae	73	False
Bacteria;Bacteria;Firmicutes;Sulfobacillia;Sulfobacillales;Sulfobacillaceae	73	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae	73	False
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;	73	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae	73	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae	72	False
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae	72	False
Bacteria;Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexaceae	72	False
Bacteria;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14	71	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae	70	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae	70	False
Bacteria;Bacteria;Firmicutes;Bacilli;RsaHf231;	69	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae	68	False
Bacteria;Bacteria;Firmicutes;BRH-c20a;;	68	False
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae	67	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae	67	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Beutenbergiaceae	67	False
Bacteria;Bacteria;Firmicutes;Bacilli;Brevibacillales;Brevibacillaceae	67	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae	66	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Procabacteriaceae	66	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;	65	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae	65	False
Bacteria;Bacteria;Firmicutes;Clostridia;Lachnospirales;Defluviitaleaceae	65	False
Bacteria;Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae	63	False
Bacteria;Bacteria;Cyanobacteria;Sericytochromatia;;	60	False
Bacteria;Bacteria;Cyanobacteria;Cyanobacteriia;;	60	False
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ethanoligenenaceae	60	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Frankiaceae	59	False
Bacteria;Bacteria;Actinobacteriota;Coriobacteriia;OPB41;	59	False
Bacteria;Bacteria;Elusimicrobiota;Endomicrobia;Endomicrobiales;Endomicrobiaceae	58	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;	58	False
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010	58	False
Bacteria;Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae	57	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcales Incertae Sedis	56	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Segniliparaceae	55	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Bogoriellaceae	54	False
Bacteria;Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae	54	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae	53	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Geodermatophilaceae	52	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;	52	False
Bacteria;Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45	51	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Labraceae	51	False
Bacteria;Bacteria;Firmicutes;Bacilli;Izemoplasmatales;	50	False
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;	49	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;	48	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae	47	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae	47	False
Bacteria;Bacteria;Proteobacteria;;;	47	False
Bacteria;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae	47	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Shewanellaceae	43	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Sanguibacteraceae	40	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis	39	False
Bacteria;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae	39	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;;	38	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Rarobacteraceae	37	False
Bacteria;Bacteria;Firmicutes;Clostridia;Caldicoprobacterales;Caldicoprobacteraceae	36	False
Bacteria;Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae	36	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae	35	False
Bacteria;Bacteria;Firmicutes;Incertae Sedis;DTU014;	35	False
Bacteria;Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae	35	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae	35	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;	34	False
Bacteria;Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;	34	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Demequinaceae	32	False
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Iamiaceae	31	False
Bacteria;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae	31	False
Bacteria;Bacteria;Desulfobacterota;;;	31	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae	30	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae	30	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;MB19	28	False
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Vagococcaceae	28	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae	28	False
Bacteria;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;	28	False
Bacteria;Bacteria;Firmicutes;Clostridia;Gracilibacteraceae;	27	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae	27	False
Bacteria;Bacteria;Firmicutes;Clostridia;Lachnospirales;	25	False
Bacteria;Bacteria;Firmicutes;Negativicutes;;	25	False
Bacteria;Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;Pelotomaculaceae	23	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae	22	False
Bacteria;Bacteria;Firmicutes;Clostridia;Eubacteriales;Anaerofustaceae	22	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae	20	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae	20	False
Bacteria;Bacteria;Firmicutes;Clostridia;Eubacteriales;	20	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae	20	False
;;;;;	18	False
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae	18	False
Bacteria;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;	17	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae	16	False
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Clostridium] methylpentosum group	16	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;	14	False
Bacteria;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;	14	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae	14	False
Bacteria;Bacteria;Firmicutes;Bacilli;;	13	False
Bacteria;Bacteria;Firmicutes;;;	12	False
Bacteria;Bacteria;;;;	11	False
Bacteria;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;	11	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;	11	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae	10	False
Bacteria;Bacteria;Firmicutes;Bacilli;Bacillales;	10	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Cellulomonadaceae	9	False
Bacteria;Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Deferribacteraceae	9	False
Bacteria;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;	8	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae	8	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae	7	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae	7	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae	7	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae	6	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae	6	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae	6	False
Bacteria;Bacteria;Firmicutes;Bacilli;Entomoplasmatales;Spiroplasmataceae	5	False
Bacteria;Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;Syntrophobotulaceae	4	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae	0	False
