Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	300	300	300	300	300	600	600	600	600	600	Guanajuato	Guanajuato	Guanajuato	Guanajuato	Guanajuato	NA	NA	NA	NA	NA	Texcoco	Texcoco	Texcoco	Texcoco	Texcoco
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	883.0	1456.0	1671.5	1795.0	2092.0	1.0	1.0	1.0	1.0	1.0	3172.0	3172.0	3172.0	3172.0	3172.0
Bacteria;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1162.0	1702.75	2648.5	3465.25	3619.0	1.0	1.0	1.0	1.0	1.0	1603.0	1603.0	1603.0	1603.0	1603.0
Bacteria;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales Incertae Sedis	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1164.0	1235.25	1326.5	1434.25	1555.0	1.0	1.0	1.0	1.0	1.0	1538.0	1538.0	1538.0	1538.0	1538.0
Bacteria;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	164.0	518.0	1237.0	2444.5	4264.0	1.0	1.0	1.0	1.0	1.0	36.0	36.0	36.0	36.0	36.0
Bacteria;Bacteria;;;;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	5.0	358.0	431.5	525.5	826.75	1522.0	1.0	1.0	20.5	47.5	70.0	1157.0	1157.0	1157.0	1157.0	1157.0
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1454.0	1734.5	2975.5	4512.5	5681.0	1.0	1.0	1.0	1.0	1.0	2588.0	2588.0	2588.0	2588.0	2588.0
Bacteria;Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4757.0	5825.0	9528.5	13969.0	17248.0	1.0	1.0	1.0	1.0	1.0	8271.0	8271.0	8271.0	8271.0	8271.0
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae	1.0	1.0	1.0	3.0	5.0	1.0	1.0	1.0	17.0	33.0	253.0	281.5	496.0	762.25	946.0	1.0	6.25	11.0	15.5	20.0	214.0	214.0	214.0	214.0	214.0
