Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	300	300	300	300	300	600	600	600	600	600	Guanajuato	Guanajuato	Guanajuato	Guanajuato	Guanajuato	NA	NA	NA	NA	NA	Texcoco	Texcoco	Texcoco	Texcoco	Texcoco
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	495.0	642.0	693.5	719.75	791.0	1.0	1.0	1.0	1.0	1.0	1976.0	1976.0	1976.0	1976.0	1976.0
Bacteria;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tyzzerella	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	282.0	301.5	432.5	639.75	888.0	1.0	1.0	1.0	1.0	1.0	234.0	234.0	234.0	234.0	234.0
Bacteria;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales Incertae Sedis;Raoultibacter	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1123.0	1223.5	1308.5	1408.75	1555.0	1.0	1.0	1.0	1.0	1.0	1434.0	1434.0	1434.0	1434.0	1434.0
Bacteria;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	40.0	189.25	394.0	717.0	1221.0	1.0	1.0	1.0	1.0	1.0	7.0	7.0	7.0	7.0	7.0
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	377.0	742.25	922.5	1061.25	1302.0	1.0	1.0	1.0	1.0	1.0	1197.0	1197.0	1197.0	1197.0	1197.0
Bacteria;Bacteria;;;;;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	5.0	358.0	431.5	525.5	826.75	1522.0	1.0	1.0	20.5	47.5	70.0	1157.0	1157.0	1157.0	1157.0	1157.0
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	468.0	498.0	868.0	1561.25	2561.0	1.0	1.0	1.0	1.0	1.0	792.0	792.0	792.0	792.0	792.0
Bacteria;Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4347.0	4648.5	7701.0	11688.0	14793.0	1.0	1.0	1.0	1.0	1.0	6831.0	6831.0	6831.0	6831.0	6831.0
