Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	55.0	55.0	55.0	55.0	55.0	96.0	96.0	96.0	96.0	96.0	445.0	445.0	445.0	445.0	445.0	116.0	266.25	416.5	566.75	717.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales	96698.0	96698.0	96698.0	96698.0	96698.0	235884.0	235884.0	235884.0	235884.0	235884.0	350135.0	350135.0	350135.0	350135.0	350135.0	127494.0	127494.0	127494.0	127494.0	127494.0	170787.0	170787.0	170787.0	170787.0	170787.0	263075.0	263075.0	263075.0	263075.0	263075.0	278812.0	278812.0	278812.0	278812.0	278812.0	361878.0	361878.0	361878.0	361878.0	361878.0	591502.0	591502.0	591502.0	591502.0	591502.0	279200.0	279200.0	279200.0	279200.0	279200.0	3998.0	3998.0	3998.0	3998.0	3998.0	2200.0	2200.0	2200.0	2200.0	2200.0	4061.0	4061.0	4061.0	4061.0	4061.0	2019.0	2208.5	2398.0	2587.5	2777.0
Bacteria;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2317.0	2317.0	2317.0	2317.0	2317.0	1362.0	1362.0	1362.0	1362.0	1362.0	1129.0	1129.0	1129.0	1129.0	1129.0	1245.0	1338.75	1432.5	1526.25	1620.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales	7556.0	7556.0	7556.0	7556.0	7556.0	1270.0	1270.0	1270.0	1270.0	1270.0	1235.0	1235.0	1235.0	1235.0	1235.0	1381.0	1381.0	1381.0	1381.0	1381.0	1668.0	1668.0	1668.0	1668.0	1668.0	1406.0	1406.0	1406.0	1406.0	1406.0	3785.0	3785.0	3785.0	3785.0	3785.0	1047.0	1047.0	1047.0	1047.0	1047.0	528.0	528.0	528.0	528.0	528.0	1067.0	1067.0	1067.0	1067.0	1067.0	54.0	54.0	54.0	54.0	54.0	116.0	116.0	116.0	116.0	116.0	51.0	51.0	51.0	51.0	51.0	70.0	71.25	72.5	73.75	75.0
Bacteria;Bacteria;Patescibacteria;;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Firmicutes;Clostridia;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2438.0	2438.0	2438.0	2438.0	2438.0	1150.0	1150.0	1150.0	1150.0	1150.0	3555.0	3555.0	3555.0	3555.0	3555.0	1050.0	1216.25	1382.5	1548.75	1715.0
Bacteria;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	5.0	5.0	5.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	1488.0	1488.0	1488.0	1488.0	1488.0	1052.0	1052.0	1052.0	1052.0	1052.0	1654.0	1654.0	1654.0	1654.0	1654.0	439.0	532.75	626.5	720.25	814.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales	34585.0	34585.0	34585.0	34585.0	34585.0	7655.0	7655.0	7655.0	7655.0	7655.0	4458.0	4458.0	4458.0	4458.0	4458.0	6048.0	6048.0	6048.0	6048.0	6048.0	7422.0	7422.0	7422.0	7422.0	7422.0	6578.0	6578.0	6578.0	6578.0	6578.0	10989.0	10989.0	10989.0	10989.0	10989.0	11195.0	11195.0	11195.0	11195.0	11195.0	4629.0	4629.0	4629.0	4629.0	4629.0	11359.0	11359.0	11359.0	11359.0	11359.0	10340.0	10340.0	10340.0	10340.0	10340.0	19809.0	19809.0	19809.0	19809.0	19809.0	9031.0	9031.0	9031.0	9031.0	9031.0	3278.0	4177.5	5077.0	5976.5	6876.0
Bacteria;Bacteria;Firmicutes;Bacilli;RF39	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	381.0	381.0	381.0	381.0	381.0	144.0	144.0	144.0	144.0	144.0	770.0	770.0	770.0	770.0	770.0	151.0	157.5	164.0	170.5	177.0
Bacteria;Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	900.0	900.0	900.0	900.0	900.0	36.0	36.0	36.0	36.0	36.0	111.0	111.0	111.0	111.0	111.0	190.0	332.25	474.5	616.75	759.0
Bacteria;Bacteria;Synergistota;Synergistia;Synergistales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	769.0	769.0	769.0	769.0	769.0	1814.0	1814.0	1814.0	1814.0	1814.0	1205.0	1205.0	1205.0	1205.0	1205.0	959.0	1409.25	1859.5	2309.75	2760.0
Bacteria;Bacteria;Firmicutes;;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	102.0	102.0	102.0	102.0	102.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	11.0	11.0	11.0	11.0	11.0	859.0	859.0	859.0	859.0	859.0	783.0	783.0	783.0	783.0	783.0	1482.0	1482.0	1482.0	1482.0	1482.0	499.0	576.0	653.0	730.0	807.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1595.0	1595.0	1595.0	1595.0	1595.0	2004.0	2004.0	2004.0	2004.0	2004.0	534.0	534.0	534.0	534.0	534.0	886.0	1621.75	2357.5	3093.25	3829.0
Bacteria;Bacteria;Firmicutes;Bacilli;Erysipelotrichales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1428.0	1428.0	1428.0	1428.0	1428.0	3645.0	3645.0	3645.0	3645.0	3645.0	5634.0	5634.0	5634.0	5634.0	5634.0	435.0	464.75	494.5	524.25	554.0
Bacteria;Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1149.0	1149.0	1149.0	1149.0	1149.0	436.0	436.0	436.0	436.0	436.0	159.0	159.0	159.0	159.0	159.0	926.0	1258.75	1591.5	1924.25	2257.0
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales	1.0	1.0	1.0	1.0	1.0	8.0	8.0	8.0	8.0	8.0	9.0	9.0	9.0	9.0	9.0	6.0	6.0	6.0	6.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	6.0	6.0	6.0	6.0	6.0	357.0	357.0	357.0	357.0	357.0	291.0	291.0	291.0	291.0	291.0	1832.0	1832.0	1832.0	1832.0	1832.0	743.0	783.5	824.0	864.5	905.0
Bacteria;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	110.0	110.0	110.0	110.0	110.0	66.0	66.0	66.0	66.0	66.0	111.0	111.0	111.0	111.0	111.0	79.0	257.75	436.5	615.25	794.0
Bacteria;Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2004.0	2004.0	2004.0	2004.0	2004.0	640.0	640.0	640.0	640.0	640.0	1949.0	1949.0	1949.0	1949.0	1949.0	242.0	383.25	524.5	665.75	807.0
Bacteria;Bacteria;Firmicutes;Clostridia;Clostridia UCG-014	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	162.0	162.0	162.0	162.0	162.0	120.0	120.0	120.0	120.0	120.0	164.0	164.0	164.0	164.0	164.0	26.0	37.5	49.0	60.5	72.0
Bacteria;Bacteria;Firmicutes;Bacilli;	162.0	162.0	162.0	162.0	162.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	492.0	492.0	492.0	492.0	492.0	805.0	805.0	805.0	805.0	805.0	820.0	820.0	820.0	820.0	820.0	105.0	156.0	207.0	258.0	309.0
Bacteria;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales	25.0	25.0	25.0	25.0	25.0	60.0	60.0	60.0	60.0	60.0	59.0	59.0	59.0	59.0	59.0	35.0	35.0	35.0	35.0	35.0	24.0	24.0	24.0	24.0	24.0	5.0	5.0	5.0	5.0	5.0	38.0	38.0	38.0	38.0	38.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	227.0	227.0	227.0	227.0	227.0	963.0	963.0	963.0	963.0	963.0	268.0	268.0	268.0	268.0	268.0	84.0	103.75	123.5	143.25	163.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2087.0	2087.0	2087.0	2087.0	2087.0	8403.0	8403.0	8403.0	8403.0	8403.0	3918.0	3918.0	3918.0	3918.0	3918.0	1396.0	1848.0	2300.0	2752.0	3204.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales	1.0	1.0	1.0	1.0	1.0	8.0	8.0	8.0	8.0	8.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	7.0	7.0	7.0	7.0	7.0	19.0	19.0	19.0	19.0	19.0	1.0	1.0	1.0	1.0	1.0	6.0	6.0	6.0	6.0	6.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	1548.0	1548.0	1548.0	1548.0	1548.0	1665.0	1665.0	1665.0	1665.0	1665.0	4026.0	4026.0	4026.0	4026.0	4026.0	2616.0	3088.75	3561.5	4034.25	4507.0
Bacteria;Bacteria;Myxococcota;Myxococcia;Myxococcales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	13.0	13.0	13.0	13.0	13.0	1.0	1.0	1.0	1.0	1.0	6.0	6.0	6.0	6.0	6.0	1.0	60.0	119.0	178.0	237.0
Bacteria;Bacteria;Rs-K70 termite group;;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	249.0	249.0	249.0	249.0	249.0	127.0	127.0	127.0	127.0	127.0	1218.0	1218.0	1218.0	1218.0	1218.0	63.0	175.75	288.5	401.25	514.0
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;	17.0	17.0	17.0	17.0	17.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	16.0	16.0	16.0	16.0	16.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	710.0	710.0	710.0	710.0	710.0	630.0	630.0	630.0	630.0	630.0	1197.0	1197.0	1197.0	1197.0	1197.0	406.0	662.75	919.5	1176.25	1433.0
Bacteria;Bacteria;Firmicutes;Clostridia;Peptococcales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	678.0	678.0	678.0	678.0	678.0	209.0	209.0	209.0	209.0	209.0	671.0	671.0	671.0	671.0	671.0	243.0	275.5	308.0	340.5	373.0
Bacteria;Bacteria;Firmicutes;Clostridia;Eubacteriales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	78.0	78.0	78.0	78.0	78.0	1.0	1.0	1.0	1.0	1.0	68.0	68.0	68.0	68.0	68.0	57.0	100.0	143.0	186.0	229.0
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales	78.0	78.0	78.0	78.0	78.0	153.0	153.0	153.0	153.0	153.0	424.0	424.0	424.0	424.0	424.0	69.0	69.0	69.0	69.0	69.0	76.0	76.0	76.0	76.0	76.0	197.0	197.0	197.0	197.0	197.0	90.0	90.0	90.0	90.0	90.0	191.0	191.0	191.0	191.0	191.0	583.0	583.0	583.0	583.0	583.0	191.0	191.0	191.0	191.0	191.0	189.0	189.0	189.0	189.0	189.0	369.0	369.0	369.0	369.0	369.0	316.0	316.0	316.0	316.0	316.0	128.0	159.5	191.0	222.5	254.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales	7.0	7.0	7.0	7.0	7.0	38.0	38.0	38.0	38.0	38.0	53.0	53.0	53.0	53.0	53.0	10.0	10.0	10.0	10.0	10.0	16.0	16.0	16.0	16.0	16.0	33.0	33.0	33.0	33.0	33.0	144.0	144.0	144.0	144.0	144.0	73.0	73.0	73.0	73.0	73.0	73.0	73.0	73.0	73.0	73.0	67.0	67.0	67.0	67.0	67.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	28.0	28.0	28.0	28.0	28.0	24.0	24.0	24.0	24.0	24.0	1.0	1.0	1.0	1.0	1.0	9.0	151.0	293.0	435.0	577.0
