Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	Chiapas	Chiapas	Chiapas	Chiapas	Chiapas	Chihuahua	Chihuahua	Chihuahua	Chihuahua	Chihuahua	Durango	Durango	Durango	Durango	Durango	EDOMEX	EDOMEX	EDOMEX	EDOMEX	EDOMEX	Hidalgo	Hidalgo	Hidalgo	Hidalgo	Hidalgo	Jalisco	Jalisco	Jalisco	Jalisco	Jalisco	Queretaro	Queretaro	Queretaro	Queretaro	Queretaro	Veracruz	Veracruz	Veracruz	Veracruz	Veracruz
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria	143.0	143.0	143.0	143.0	143.0	104.0	104.0	104.0	104.0	104.0	3144.0	3144.0	3144.0	3144.0	3144.0	3787.0	3787.0	3787.0	3787.0	3787.0	2576.0	2576.0	2576.0	2576.0	2576.0	1.0	759.5	1073.0	13550.5	31531.0	676.0	838.5	1001.0	1008.0	1015.0	6144.0	13870.75	21597.5	29324.25	37051.0
Bacteria;Bacteria;Firmicutes;Bacilli	42682.0	42682.0	42682.0	42682.0	42682.0	54464.0	54464.0	54464.0	54464.0	54464.0	498.0	498.0	498.0	498.0	498.0	40889.0	40889.0	40889.0	40889.0	40889.0	36830.0	36830.0	36830.0	36830.0	36830.0	2990.0	7605.0	17651.0	23138.5	64735.0	8627.0	14514.0	20401.0	23439.5	26478.0	1576.0	7771.5	13967.0	20162.5	26358.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria	117.0	117.0	117.0	117.0	117.0	31.0	31.0	31.0	31.0	31.0	18.0	18.0	18.0	18.0	18.0	82.0	82.0	82.0	82.0	82.0	117.0	117.0	117.0	117.0	117.0	1.0	7.0	19.0	85.0	297.0	1.0	9.5	18.0	37.5	57.0	67.0	96.75	126.5	156.25	186.0
Bacteria;Bacteria;Bacteroidota;Bacteroidia	1.0	1.0	1.0	1.0	1.0	138.0	138.0	138.0	138.0	138.0	1.0	1.0	1.0	1.0	1.0	130.0	130.0	130.0	130.0	130.0	13.0	13.0	13.0	13.0	13.0	1.0	4.0	39.0	56.0	128.0	26.0	41.5	57.0	286.0	515.0	15.0	27.0	39.0	51.0	63.0
Bacteria;Bacteria;Firmicutes;Clostridia	140.0	140.0	140.0	140.0	140.0	398.0	398.0	398.0	398.0	398.0	110.0	110.0	110.0	110.0	110.0	139.0	139.0	139.0	139.0	139.0	207.0	207.0	207.0	207.0	207.0	27.0	61.0	165.0	190.5	438.0	42.0	61.5	81.0	999.5	1918.0	102.0	203.5	305.0	406.5	508.0
Bacteria;Bacteria;Deinococcota;Deinococci	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	25.0	25.0	25.0	25.0	25.0	11.0	11.0	11.0	11.0	11.0	1.0	1.0	1.0	1.0	1.0	125.0	125.0	125.0	125.0	125.0	63.0	63.0	63.0	63.0	63.0	1.0	1.0	1.0	70.0	101.0	21.0	22.5	24.0	30.0	36.0	23.0	66.5	110.0	153.5	197.0
Bacteria;Bacteria;Campylobacterota;Campylobacteria	6.0	6.0	6.0	6.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	6.0	6.0	6.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.75	2.5	3.25	4.0
Bacteria;Bacteria;Fusobacteriota;Fusobacteriia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.0	35.0	35.0	35.0	35.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	9.0	9.0	9.0	9.0	6.0	6.0	6.0	6.0	6.0	1.0	1.0	1.0	9.5	24.0	1.0	1.0	1.0	1.0	1.0	10.0	12.75	15.5	18.25	21.0
Bacteria;Bacteria;;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.5	17.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
