	W	Reject null hypothesis
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae	48	True
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae	48	True
Bacteria;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae	48	True
Bacteria;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae	48	True
Bacteria;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae	48	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae	48	True
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae	48	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae	48	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Celerinatantimonadaceae	48	True
Bacteria;Bacteria;Firmicutes;Bacilli;Bacillales;Sporolactobacillaceae	48	True
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae	48	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae	48	True
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae	48	True
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Brevibacteriaceae	48	True
Bacteria;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI	48	True
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010	48	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Shewanellaceae	48	True
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae	48	True
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae	48	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;JI49D030	48	True
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae	48	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Chromobacteriaceae	48	True
Bacteria;Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae	48	True
Bacteria;Bacteria;;;;	48	True
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae	48	True
Bacteria;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae	48	True
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;	48	True
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae	48	True
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;P5D1-392	48	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae	48	True
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae	48	True
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group	48	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;	48	True
Bacteria;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae	48	True
Bacteria;Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;	48	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae	48	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae	48	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae	48	True
Bacteria;Bacteria;Firmicutes;Bacilli;Exiguobacterales;Exiguobacteraceae	48	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae	48	True
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae	48	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;	48	True
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;	48	True
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae	48	True
