# Constructed from biom file
#OTU ID	Adobera_pasteurizada	Adobera_artesanal	Zacatecas	Chihuahua
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae	1.0	1.0	0.7058823529411765	0.4634146341463415
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae	0.0	0.0	0.29411764705882354	0.5365853658536586
