Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	GC	GC	GC	GC	GC	Queso	Queso	Queso	Queso	Queso
Bacteria;Bacteria;Bacteroidota	2436.0	2981.0	3761.0	5925.0	6083.0	69.0	82.5	173.0	197.0	583.0
Bacteria;Bacteria;Firmicutes	18092.0	22268.0	29804.0	46118.0	53036.0	96985.0	187160.5	271098.0	332599.75	591873.0
Bacteria;Bacteria;Actinobacteriota	4790.0	4817.0	7709.0	9971.0	12506.0	71.0	115.5	137.5	174.5	282.0
Bacteria;Bacteria;	358.0	456.0	595.0	1157.0	1522.0	1.0	1.0	1.0	4.0	70.0
Bacteria;Bacteria;Desulfobacterota	1275.0	1384.0	1497.0	2434.0	2459.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Proteobacteria	12791.0	15102.0	15909.0	17903.0	32044.0	5228.0	7589.75	9039.0	12450.0	42157.0
Bacteria;Bacteria;Patescibacteria	159.0	438.0	926.0	1149.0	2257.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Synergistota	769.0	959.0	1205.0	1814.0	2760.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Myxococcota	1.0	1.0	9.0	13.0	247.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Rs-K70 termite group	63.0	127.0	249.0	514.0	1218.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Planctomycetota	114.0	198.0	230.0	856.0	1533.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Chloroflexi	1.0	6.0	10.0	11.0	182.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Elusimicrobiota	1.0	1.0	1.0	1.0	12.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Deferribacterota	1.0	1.0	72.0	108.0	118.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Cyanobacteria	7.0	10.0	15.0	36.0	162.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Fusobacteriota	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0
Bacteria;Bacteria;Bdellovibrionota	1.0	1.0	1.0	1.0	9.0	1.0	1.0	1.0	1.0	1.0
;;	1.0	1.0	1.0	4.0	49.0	1.0	1.0	1.0	1.0	20.0
Bacteria;Bacteria;Halanaerobiaeota	1.0	1.0	1.0	1.0	9.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Verrucomicrobiota	1.0	1.0	1.0	1.0	8.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Sumerlaeota	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Acidobacteriota	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0
