Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	Semi-hard	Semi-hard	Semi-hard	Semi-hard	Semi-hard	Semi-soft	Semi-soft	Semi-soft	Semi-soft	Semi-soft	semi-hard	semi-hard	semi-hard	semi-hard	semi-hard	semi-soft	semi-soft	semi-soft	semi-soft	semi-soft	soft	soft	soft	soft	soft
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae	193.0	193.0	193.0	193.0	193.0	429.0	705.75	982.5	1259.25	1536.0	1.0	90.25	235.5	383.75	3739.0	22.0	22.0	22.0	22.0	22.0	1.0	115.5	367.0	492.0	893.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinomonadaceae	14.0	14.0	14.0	14.0	14.0	23.0	71.5	120.0	168.5	217.0	1.0	35.5	49.0	91.0	29429.0	1.0	1.0	1.0	1.0	1.0	14.0	19.5	58.0	299.5	31375.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae	445.0	445.0	445.0	445.0	445.0	947.0	1357.75	1768.5	2179.25	2590.0	207.0	847.0	1787.5	4722.25	9284.0	28163.0	28163.0	28163.0	28163.0	28163.0	99.0	436.5	778.0	2384.0	37731.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae	1.0	1.0	1.0	1.0	1.0	7.0	15.25	23.5	31.75	40.0	10.0	24.25	43.0	55.75	193.0	20.0	20.0	20.0	20.0	20.0	1.0	9.5	64.0	86.0	111.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae	304.0	304.0	304.0	304.0	304.0	58.0	112.0	166.0	220.0	274.0	1.0	1.0	25.5	61.25	289.0	24.0	24.0	24.0	24.0	24.0	1.0	58.0	112.0	160.0	2615.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae	19391.0	19391.0	19391.0	19391.0	19391.0	5076.0	12487.75	19899.5	27311.25	34723.0	2780.0	3569.25	10640.5	19478.0	23156.0	26125.0	26125.0	26125.0	26125.0	26125.0	85.0	2872.0	7609.0	28612.5	61559.0
Bacteria;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae	30.0	30.0	30.0	30.0	30.0	16.0	92.5	169.0	245.5	322.0	1.0	37.75	89.5	125.5	172.0	1.0	1.0	1.0	1.0	1.0	1.0	28.5	48.0	160.0	244.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	104.5	243.25	264.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	38.0	456.0
