Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	Pd	Pd	Pd	Pd	Pd	Rw	Rw	Rw	Rw	Rw
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales	1.0	36.0	71.0	500.0	929.0	100.0	665.0	1811.5	4699.0	16560.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales	1.0	6.5	12.0	60.0	108.0	19.0	192.75	415.0	549.5	31666.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales	2990.0	5695.5	8401.0	31411.5	54422.0	356.0	10855.75	22971.0	33745.5	64551.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales	1.0	5.5	10.0	15.0	20.0	1.0	18.25	43.0	67.0	193.0
Bacteria;Bacteria;Firmicutes;Bacilli;Staphylococcales	1.0	1.0	1.0	122.5	244.0	1.0	30.5	51.5	133.5	322.0
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales	1.0	4.5	8.0	23.5	39.0	1.0	8.5	17.5	57.75	128.0
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales	1.0	2.0	3.0	75.0	147.0	1.0	1.0	1.0	6.75	480.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales	1.0	4.0	7.0	15.0	23.0	1.0	23.0	46.0	65.5	327.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales	1.0	1.0	1.0	6.5	12.0	1.0	1.0	14.5	19.0	62.0
Bacteria;Bacteria;Firmicutes;Clostridia;Lachnospirales	1.0	1.0	1.0	55.0	109.0	1.0	1.0	1.0	12.25	1322.0
Bacteria;Bacteria;Deinococcota;Deinococci;Thermales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0
Bacteria;Bacteria;Firmicutes;Clostridia;Clostridiales	27.0	47.0	67.0	88.0	109.0	40.0	85.5	137.0	185.75	474.0
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	13.0	74.0
Bacteria;Bacteria;Firmicutes;Clostridia;Clostridia UCG-014	1.0	1.0	1.0	8.0	15.0	1.0	1.0	1.0	1.0	19.0
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales	1.0	1.0	1.0	66.0	131.0	1.0	1.0	1.0	1.0	496.0
Bacteria;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0
Bacteria;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.0
Bacteria;Bacteria;Firmicutes;Bacilli;Bacillales	1.0	1.0	1.0	22.0	43.0	1.0	1.0	10.5	17.75	301.0
Bacteria;Bacteria;Firmicutes;Clostridia;Christensenellales	1.0	1.0	1.0	11.5	22.0	1.0	1.0	1.0	1.0	8.0
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	11.0
Bacteria;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14.0
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	22.0	39.25	124.0
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales	1.0	1.0	1.0	3.5	6.0	1.0	1.0	1.0	13.0	28.0
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.5	9.75	21.0
Bacteria;Bacteria;Firmicutes;Bacilli;Paenibacillales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	60.0
Bacteria;Bacteria;;;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	17.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales	1.0	1.0	1.0	2.5	4.0	1.0	1.0	1.0	12.5	51.0
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales	1.0	1.0	1.0	3.5	6.0	1.0	1.0	1.0	1.0	57.0
Bacteria;Bacteria;Firmicutes;Bacilli;Exiguobacterales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0
