	SubjectID1	SubjectID2	Group1	Group2	Distance
41	Cincho	Chiapas	Rw	Rw	0.3152161616678181
42	Cincho	Ranchero_Estado_de_Mexico	Rw	Rw	0.13961215504714256
43	Cincho	Ranchero_Veracruz	Rw	Rw	0.7056437682926489
44	Cincho	Zacatecas	Rw	Rw	0.1657025333540504
45	Oaxaca	Adobera_artesanal	Rw	Rw	0.08868005528431856
46	Oaxaca	Adobera_mesa	Rw	Rw	0.6954351569947799
47	Oaxaca	Cotija	Rw	Rw	0.3840492405114906
48	Oaxaca	Panela_artesanal	Rw	Rw	0.39071299374297197
49	Oaxaca	Jocoque	Rw	Rw	0.09713102177230998
50	Oaxaca	Chiapas	Rw	Rw	0.24832706586370507
51	Oaxaca	Ranchero_Estado_de_Mexico	Rw	Rw	0.06511340670084675
52	Oaxaca	Ranchero_Veracruz	Rw	Rw	0.7991413657893817
53	Oaxaca	Zacatecas	Rw	Rw	0.11436688638401864
54	Oaxaca	Cincho	Rw	Rw	0.1628202525502988
55	Canasto	Adobera_artesanal	Rw	Rw	0.788300695616005
56	Canasto	Adobera_mesa	Rw	Rw	0.1436588168911827
57	Canasto	Cotija	Rw	Rw	0.5861123057064319
58	Canasto	Panela_artesanal	Rw	Rw	0.43188795817023584
59	Canasto	Jocoque	Rw	Rw	0.7665526346571326
60	Canasto	Chiapas	Rw	Rw	0.7932283216245302
61	Canasto	Ranchero_Estado_de_Mexico	Rw	Rw	0.7160362777438362
62	Canasto	Ranchero_Veracruz	Rw	Rw	0.2219851489223659
63	Canasto	Zacatecas	Rw	Rw	0.7517564375067308
64	Canasto	Cincho	Rw	Rw	0.645151399709196
65	Canasto	Oaxaca	Rw	Rw	0.7446823758354705
66	Asadero	Adobera_artesanal	Rw	Rw	0.21499659173692068
67	Asadero	Adobera_mesa	Rw	Rw	0.6763790817574442
68	Asadero	Cotija	Rw	Rw	0.28865299060658417
69	Asadero	Panela_artesanal	Rw	Rw	0.3817477261751694
70	Asadero	Jocoque	Rw	Rw	0.18871178565158844
71	Asadero	Chiapas	Rw	Rw	0.25874252337486914
72	Asadero	Ranchero_Estado_de_Mexico	Rw	Rw	0.14431589663919203
73	Asadero	Ranchero_Veracruz	Rw	Rw	0.7842032838556559
74	Asadero	Zacatecas	Rw	Rw	0.1788287847180386
75	Asadero	Cincho	Rw	Rw	0.1871864250761423
76	Asadero	Oaxaca	Rw	Rw	0.17776359014697446
77	Asadero	Canasto	Rw	Rw	0.7173188595988619
78	Manchego	Adobera_artesanal	Rw	Rw	0.07500725745786664
79	Manchego	Adobera_mesa	Rw	Rw	0.684862951339356
80	Manchego	Cotija	Rw	Rw	0.37545941150143164
81	Manchego	Panela_artesanal	Rw	Rw	0.3937672018053394
82	Manchego	Jocoque	Rw	Rw	0.04095464445687934
83	Manchego	Chiapas	Rw	Rw	0.2044812682876138
84	Manchego	Ranchero_Estado_de_Mexico	Rw	Rw	0.07092013256016014
85	Manchego	Ranchero_Veracruz	Rw	Rw	0.7885999810795488
86	Manchego	Zacatecas	Rw	Rw	0.10604443975754498
87	Manchego	Cincho	Rw	Rw	0.18661032289795948
88	Manchego	Oaxaca	Rw	Rw	0.07600448757912145
89	Manchego	Canasto	Rw	Rw	0.7353231319584468
90	Manchego	Asadero	Rw	Rw	0.16077124282128544
91	Adobera_artesanal	Adobera_pasteurizada	Rw	Pd	0.048520378588655474
92	Adobera_artesanal	Panela_pasteurizado	Rw	Pd	0.12268349173880912
93	Adobera_artesanal	Chihuahua	Rw	Pd	0.12756554125653868
