	W	Reject null hypothesis
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales	101	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales	101	True
Bacteria;Bacteria;Firmicutes;Bacilli;Staphylococcales	100	True
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales	100	True
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales	99	True
Bacteria;Bacteria;Firmicutes;Clostridia;Christensenellales	95	True
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales	89	False
Bacteria;Bacteria;Firmicutes;Clostridia;Lachnospirales	84	False
Bacteria;Bacteria;Firmicutes;Clostridia;	80	False
Bacteria;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales	77	False
Bacteria;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales	76	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales	74	False
Bacteria;Bacteria;Firmicutes;Clostridia;Peptococcales	74	False
Bacteria;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales	73	False
Bacteria;Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales	71	False
Bacteria;Bacteria;Firmicutes;Clostridia;Clostridia UCG-014	71	False
Bacteria;Bacteria;Synergistota;Synergistia;Synergistales	71	False
Bacteria;Bacteria;Myxococcota;Polyangia;Haliangiales	70	False
Bacteria;Bacteria;Firmicutes;Bacilli;RF39	70	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales	70	False
Bacteria;Bacteria;Firmicutes;Bacilli;Erysipelotrichales	69	False
Bacteria;Bacteria;Firmicutes;Bacilli;Paenibacillales	69	False
Bacteria;Bacteria;Firmicutes;Syntrophomonadia;Syntrophomonadales	69	False
Bacteria;Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales	67	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales	67	False
Bacteria;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales	67	False
Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales	66	False
Bacteria;Bacteria;Planctomycetota;vadinHA49;	65	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales	65	False
Bacteria;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales	65	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Frankiales	62	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales	60	False
Bacteria;Bacteria;Desulfobacterota;Desulfarculia;Desulfarculales	60	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;	59	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales	58	False
Bacteria;Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group	57	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales	56	False
Bacteria;Bacteria;Rs-K70 termite group;;	55	False
