Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	300	300	300	300	300	600	600	600	600	600	Guanajuato	Guanajuato	Guanajuato	Guanajuato	Guanajuato	NA	NA	NA	NA	NA	Texcoco	Texcoco	Texcoco	Texcoco	Texcoco
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	1982.0	2137.25	2787.0	3900.0	5445.0	1.0	1.0	1.0	1.5	3.0	5423.0	5423.0	5423.0	5423.0	5423.0
Bacteria;Bacteria;Firmicutes;Clostridia;Lachnospirales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1198.0	1714.0	2678.0	3509.5	3628.0	1.0	1.0	1.0	1.0	1.0	1612.0	1612.0	1612.0	1612.0	1612.0
Bacteria;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1259.0	1286.0	1371.5	1474.75	1555.0	1.0	1.0	1.0	1.0	1.0	1538.0	1538.0	1538.0	1538.0	1538.0
Bacteria;Bacteria;Firmicutes;Bacilli;Bacillales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	164.0	558.5	1279.0	2481.75	4323.0	1.0	1.0	1.0	14.0	53.0	36.0	36.0	36.0	36.0	36.0
Bacteria;Bacteria;;;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	5.0	358.0	431.5	525.5	826.75	1522.0	1.0	1.0	20.5	47.5	70.0	1157.0	1157.0	1157.0	1157.0	1157.0
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2906.0	3182.75	5578.5	8553.75	10569.0	1.0	1.0	1.0	1.0	1.0	4446.0	4446.0	4446.0	4446.0	4446.0
Bacteria;Bacteria;Firmicutes;Clostridia;Christensenellales	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4757.0	5825.0	9528.5	13969.0	17248.0	1.0	1.0	1.0	1.0	1.0	8271.0	8271.0	8271.0	8271.0	8271.0
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales	11.0	34.5	58.0	91.0	124.0	57.0	79.0	101.0	136.5	172.0	2256.0	2319.0	3766.5	5581.25	6746.0	12.0	25.5	41.0	66.0	108.0	4753.0	4753.0	4753.0	4753.0	4753.0
