# Constructed from biom file
#OTU ID	Adobera_pasteurizada	Adobera_artesanal	Zacatecas	Chihuahua	Chiapas	Ranchero_Estado_de_Mexico
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales	16.0	12.0	8.0	11.0	3.0	11.0
