# Constructed from biom file
#OTU ID	Adobera_pasteurizada	Adobera_artesanal	Zacatecas	Chihuahua	Cincho	Oaxaca	Canasto	Asadero	Manchego	Adobera_mesa	Cotija	Panela_pasteurizado	Panela_artesanal	Jocoque	Chiapas	Ranchero_Estado_de_Mexico	Ranchero_Veracruz
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales	0.0	0.018894791609617174	0.005832378126896366	0.0012694958287994198	0.17031031760490678	0.05240437707057524	0.7766861391396708	0.07958265139116202	0.029062209842154133	0.03935107939523064	0.260867036897043	0.09516972618193006	0.41558539339942274	0.012938805811857038	0.002296610759273436	0.07873056650573593	0.1289872003250711
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales	0.0	0.0038884933457473026	0.015305778437057514	0.00019949220166848024	0.014513876237323132	0.012222668406786466	0.05045140732873075	0.02414075286415712	0.017363045496750232	0.7616346227892291	0.016544064199110285	0.010973233514511332	0.021583636591793198	0.0029847128160841174	0.00041756559259517015	0.00396421136554901	0.8041700528240553
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales	0.9748858447488584	0.9649487923763623	0.8884768390533342	0.9869604642727603	0.7978077366854922	0.9087441019977914	0.09426447158789167	0.8797054009819967	0.9457288765088208	0.16412968144364298	0.7021196173639985	0.8614501076812635	0.5469193123352993	0.97798584912807	0.9887489270884079	0.9052575630065997	0.039440268183665174
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales	0.0029354207436399216	0.0009858152144148092	0.0013148135661789494	0.00034457743924555675	0.001761097953482723	0.0009788173878124687	0.004514073287307488	0.0006137479541734861	0.0	0.004928510922298945	0.0013084057802459804	0.0	0.0015811268666081064	0.0	0.002389403113183474	0.0014838109580546574	0.002793579845591223
Bacteria;Bacteria;Firmicutes;Bacilli;Staphylococcales	0.0	0.001697792869269949	0.004146719708718226	0.0	0.0016396429222080525	0.008056420038148781	0.035847052575677114	0.0015343698854337151	0.0013463324048282265	0.004389455040172498	0.0036344605006832786	0.02492052097220798	0.004592797088718785	0.0007120888444464645	0.0009511216275778875	0.0	0.0003555465258025193
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales	0.0	0.0034503532504518318	0.0006405501989076933	0.00012694958287994197	0.0017307341956640553	0.000301174580865375	0.0	0.0057283142389525366	0.0006499535747446611	0.00015401596632184204	0.003692611868694211	0.0038970362014152395	0.0011795708369933492	0.0	0.0	0.0027461575940116046	0.0003555465258025193
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales	0.0006523157208088715	0.0	0.016148607646146586	0.0026478055857816468	0.0	0.0001505872904326875	0.0	0.0	0.0008356545961002785	0.0	0.0	0.0	0.00012548625925461163	0.0	0.00011599044238754727	0.0	0.0005587159691182446
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales	0.0	0.0032860507147160303	0.0016182320814510148	0.00039898440333696047	0.0017003704378453876	0.0	0.007434944237918215	0.0	0.0	0.008368200836820083	0.0019771465123717036	0.0006153215054866168	0.0016564186221608734	0.0003181673560292714	0.0005799522119377364	0.0009301501528103822	0.007771231206826493
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales	0.0	0.0	0.0005731238621805678	0.00019949220166848024	0.0	0.0015309707860656561	0.0	0.0011252045826513912	0.0	0.0013861436968965783	0.0005233623120983921	0.0	0.0004517505333166018	0.0	0.00030157515020762287	0.0003100500509367941	0.0010920357578220235
Bacteria;Bacteria;Firmicutes;Clostridia;Lachnospirales	0.0	0.0	0.044535095408266466	0.001958650707290533	0.0	0.00022588093564903123	0.0	0.0	0.0009749303621169916	0.0004620478989655261	0.0	0.0	0.0	0.0	0.0	0.0	0.000304754164973588
