# Constructed from biom file
#OTU ID	Adobera_pasteurizada	Adobera_artesanal	Zacatecas	Chihuahua	Cincho	Oaxaca	Canasto	Asadero	Manchego	Adobera_mesa	Cotija	Panela_pasteurizado	Panela_artesanal	Jocoque	Chiapas	Ranchero_Estado_de_Mexico	Ranchero_Veracruz
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria	0.0	0.026069335670080507	0.022756388645404895	0.0018679724338048604	0.1865245642800753	0.06462704547736171	0.8345724907063197	0.10372340425531915	0.04642525533890436	0.8093539030212799	0.2795336260285523	0.10675828120192801	0.43882544861337686	0.016241685983970425	0.0032941285638063422	0.08384639234619302	0.9409284843559529
Bacteria;Bacteria;Firmicutes;Bacilli	0.9748858447488584	0.9666465852456323	0.8926235587620525	0.9877221617700399	0.800297564826623	0.9243298865575745	0.13197026022304834	0.8823649754500819	0.947075208913649	0.1685191364838155	0.7065391213328294	0.8863706286534715	0.5515121094240181	0.9807736011999455	0.9901176143085809	0.9055233201931169	0.03999898415278342
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria	0.0029354207436399216	0.0009858152144148092	0.0018879374283595173	0.000544069640914037	0.002004008016032064	0.0029113542816986246	0.004514073287307488	0.0017389525368248773	0.0	0.007598121005210874	0.002180676300409967	0.0003076607527433084	0.002334044422135776	0.0	0.0026909782633910964	0.0017938610089914516	0.004698293376676148
Bacteria;Bacteria;Bacteroidota;Bacteroidia	0.0	0.0034503532504518318	0.017328568538871283	0.0024845846935074357	0.0018825529847573935	0.000301174580865375	0.0	0.0057283142389525366	0.001160631383472609	0.00015401596632184204	0.003692611868694211	0.0038970362014152395	0.0011795708369933492	0.0	0.0	0.00285688975506046	0.0003555465258025193
Bacteria;Bacteria;Firmicutes;Clostridia	0.02217873450750163	0.00284791061942056	0.0646281437529499	0.007199854914762423	0.0030667395396854315	0.005170163638188937	0.028943175783324483	0.004193944353518822	0.003714020427112349	0.011217496213774162	0.0047684121768964615	0.002666393190442006	0.004818672355377086	0.002833204551308274	0.003224534298373814	0.003056207644948399	0.012875863470134093
Bacteria;Bacteria;Deinococcota;Deinococci	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020458265139116204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	0.0	0.0	0.0007754028723619445	0.00018135654697134566	0.005951296532458857	0.0015560686678044373	0.0	0.0020458265139116204	0.0016248839368616526	0.0025669327720307007	0.0026168115604919607	0.0	0.0012046680888442715	0.0	0.0005567541234602269	0.0027461575940116046	0.0005587159691182446
Bacteria;Bacteria;Campylobacterota;Campylobacteria	0.0	0.0	0.0	0.0	0.0	0.00012548940869390622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011599044238754727	0.0	7.6188541243397e-05
Bacteria;Bacteria;Fusobacteriota;Fusobacteriia	0.0	0.0	0.0	0.0	0.0	0.0008533279791185623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria;Bacteria;Acidobacteriota;Acidobacteriae	0.0	0.0	0.0	0.0	0.00027327382036800875	0.00012548940869390622	0.0	0.0	0.0	0.0005903945375670611	0.0002035297880382636	0.0	0.0	0.00015150826477584352	0.0	0.00017717145767816804	0.0005079236082893133
Bacteria;Bacteria;;	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00046521094408745966	0.0	0.00012548625925461163	0.0	0.0	0.0	0.0
