# Constructed from biom file
#OTU ID	Adobera_pasteurizada	Adobera_artesanal	Zacatecas	Chihuahua	Cincho	Oaxaca	Canasto	Asadero	Manchego	Adobera_mesa	Cotija	Panela_pasteurizado	Panela_artesanal	Jocoque	Chiapas	Ranchero_Estado_de_Mexico	Ranchero_Veracruz
07b169b998bfa5d8032bec969ee0382b	0.0	0.0	0.0011125345559975727	0.0	0.006497844173194874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b59566978029d9682070d7bcbefc2cbd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006035283194057567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cfc3df7e1f34095a449d13c62c7108fc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010229132569558102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d48cb1c30d4891cf8ee9daaf24ef355f	0.0029354207436399216	0.0009858152144148092	0.0005056975254534421	0.00034457743924555675	0.0010323677658346997	0.0	0.004514073287307488	0.0006137479541734861	0.0	0.0022589008393870164	0.0013084057802459804	0.0	0.0	0.0	0.002389403113183474	0.0	0.0021586753352295816
9a7a925b0c8dc584be5d0113c4ebc331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021211157068618092	0.0	0.0	0.0
a95c66fc020a29fb400d89eaa6e4bdcb	0.0	0.0	0.0	0.0	0.011538227971093702	0.0	0.0	0.0	0.001160631383472609	0.0014631516800574992	0.0	0.03907291559840016	0.0	0.0	0.0011135082469204537	0.0	0.0
0aa88c0236982ab05356e48e580843d6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032477323868513232	0.0	0.0
b03fca7b94ebc182bf8c099d444005e8	0.0	0.0	0.0	0.0	0.006892573024837554	0.0	0.0	0.0	0.0	0.0	0.0036053848166778123	0.0	0.0051449366294390765	0.0	0.0	0.0013730787970058023	0.0036062576188541245
cda2fcdbc39ef3e425cc16008b8690d9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003711952487008166	0.0	0.0	0.0
38637af414b21bd11ad08beab0fdfff8	0.003913894324853229	0.004874308560162112	0.006338075652349808	0.4105368153790352	0.002338009352037408	0.0027858648730047183	0.0	0.004296235679214402	0.002692664809656453	0.0021048848730651744	0.004419503968830867	0.0030766075274330836	0.0018822938888191742	0.002727148765965183	0.34516435845686316	0.005470168755813439	0.0
3ce8e0ba8a8c073a44ab8dc0fdd245bb	0.0	0.0	0.0	0.0	0.0	0.0005772512799919687	0.0053106744556558685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
