	W	Reject null hypothesis
Bacteria;Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae	197	True
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae	196	True
Bacteria;Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae	196	True
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae	195	True
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;P5D1-392	194	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae	189	True
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae	178	True
Bacteria;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae	177	True
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae	177	True
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae	172	True
Bacteria;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae	172	True
Bacteria;Bacteria;Firmicutes;Clostridia;;	168	True
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae	168	True
Bacteria;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae	168	True
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae	164	True
Bacteria;Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;	161	True
Bacteria;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales Incertae Sedis	155	True
Bacteria;Bacteria;Synergistota;Synergistia;Synergistales;Synergistaceae	154	True
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae	150	True
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;	150	True
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae	148	True
Bacteria;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae	144	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	143	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;;	138	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae	138	False
Bacteria;Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae	137	False
Bacteria;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;	137	False
Bacteria;Bacteria;Planctomycetota;vadinHA49;;	137	False
Bacteria;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae	137	False
Bacteria;Bacteria;Firmicutes;Bacilli;RF39;	135	False
Bacteria;Bacteria;Rs-K70 termite group;;;	135	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae	134	False
Bacteria;Bacteria;Myxococcota;Myxococcia;Myxococcales;Vulgatibacteraceae	134	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;	133	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Rarobacteraceae	132	False
Bacteria;Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45	132	False
Bacteria;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae	132	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Tsukamurellaceae	132	False
Bacteria;Bacteria;Myxococcota;Myxococcia;Myxococcales;Anaeromyxobacteraceae	131	False
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;Hydrogenoanaerobacterium	131	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Promicromonosporaceae	130	False
Bacteria;Bacteria;Myxococcota;Myxococcia;Myxococcales;	130	False
Bacteria;Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales;	128	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Thermomonosporaceae	125	False
Bacteria;Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae	125	False
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group	125	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae	123	False
Bacteria;Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae	123	False
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae	119	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae	118	False
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Nakamurellaceae	117	False
