	W	Reject null hypothesis
Bacteria;Bacteria;Firmicutes;Bacilli;Staphylococcales	102	True
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales	101	True
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales	101	True
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales	100	True
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales	99	True
Bacteria;Bacteria;Firmicutes;Clostridia;Christensenellales	94	True
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales	91	True
Bacteria;Bacteria;Firmicutes;Clostridia;Lachnospirales	86	True
Bacteria;Bacteria;Firmicutes;Clostridia;	86	True
Bacteria;Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales	85	True
Bacteria;Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales	85	True
Bacteria;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales	84	True
Bacteria;Bacteria;Rs-K70 termite group;;	83	True
Bacteria;Bacteria;Firmicutes;Bacilli;RF39	83	True
Bacteria;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales	83	True
Bacteria;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales	82	True
Bacteria;Bacteria;Firmicutes;Clostridia;Peptococcales	81	True
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;	80	True
Bacteria;Bacteria;Planctomycetota;vadinHA49;	80	True
Bacteria;Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales	78	True
Bacteria;Bacteria;Firmicutes;Bacilli;Paenibacillales	78	True
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales	76	True
Bacteria;Bacteria;Firmicutes;Desulfitobacteriia;Desulfitobacteriales	76	True
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales	75	False
Bacteria;Bacteria;Synergistota;Synergistia;Synergistales	75	False
Bacteria;Bacteria;Firmicutes;Clostridia;Clostridia UCG-014	75	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales	73	False
Bacteria;Bacteria;Firmicutes;Bacilli;Erysipelotrichales	73	False
Bacteria;Bacteria;Myxococcota;Polyangia;Haliangiales	72	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales	70	False
Bacteria;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales	70	False
