Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	Ciudad-Cuauhtemoc	Ciudad-Cuauhtemoc	Ciudad-Cuauhtemoc	Ciudad-Cuauhtemoc	Ciudad-Cuauhtemoc	Concepción-de-Buenos-Aires	Concepción-de-Buenos-Aires	Concepción-de-Buenos-Aires	Concepción-de-Buenos-Aires	Concepción-de-Buenos-Aires	Gomez-Palacio	Gomez-Palacio	Gomez-Palacio	Gomez-Palacio	Gomez-Palacio	Guadalajara	Guadalajara	Guadalajara	Guadalajara	Guadalajara	Jilotepec	Jilotepec	Jilotepec	Jilotepec	Jilotepec	Manzanilla-de-la-Paz	Manzanilla-de-la-Paz	Manzanilla-de-la-Paz	Manzanilla-de-la-Paz	Manzanilla-de-la-Paz	Pijijiapan	Pijijiapan	Pijijiapan	Pijijiapan	Pijijiapan	San-Juan-del-Rio	San-Juan-del-Rio	San-Juan-del-Rio	San-Juan-del-Rio	San-Juan-del-Rio	San-Miguel-el-Alto	San-Miguel-el-Alto	San-Miguel-el-Alto	San-Miguel-el-Alto	San-Miguel-el-Alto	Tempoal	Tempoal	Tempoal	Tempoal	Tempoal	Tepatitlan	Tepatitlan	Tepatitlan	Tepatitlan	Tepatitlan	Tequisquiapan	Tequisquiapan	Tequisquiapan	Tequisquiapan	Tequisquiapan	Tulancingo	Tulancingo	Tulancingo	Tulancingo	Tulancingo	Veracruz	Veracruz	Veracruz	Veracruz	Veracruz	Zapotlanejo	Zapotlanejo	Zapotlanejo	Zapotlanejo	Zapotlanejo
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales	71.0	71.0	71.0	71.0	71.0	8973.0	8973.0	8973.0	8973.0	8973.0	2926.0	2926.0	2926.0	2926.0	2926.0	855.0	855.0	855.0	855.0	855.0	3556.0	3556.0	3556.0	3556.0	3556.0	1534.0	1534.0	1534.0	1534.0	1534.0	100.0	100.0	100.0	100.0	100.0	627.0	665.0	703.0	741.0	779.0	346.0	346.0	346.0	346.0	346.0	5080.0	5080.0	5080.0	5080.0	5080.0	1.0	233.0	465.0	697.0	929.0	174.0	174.0	174.0	174.0	174.0	2089.0	2089.0	2089.0	2089.0	2089.0	5610.0	5610.0	5610.0	5610.0	5610.0	16560.0	16560.0	16560.0	16560.0	16560.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales	12.0	12.0	12.0	12.0	12.0	570.0	570.0	570.0	570.0	570.0	191.0	191.0	191.0	191.0	191.0	198.0	198.0	198.0	198.0	198.0	180.0	180.0	180.0	180.0	180.0	29672.0	29672.0	29672.0	29672.0	29672.0	19.0	19.0	19.0	19.0	19.0	237.0	271.5	306.0	340.5	375.0	72.0	72.0	72.0	72.0	72.0	31666.0	31666.0	31666.0	31666.0	31666.0	1.0	27.75	54.5	81.25	108.0	455.0	455.0	455.0	455.0	455.0	488.0	488.0	488.0	488.0	488.0	479.0	479.0	479.0	479.0	479.0	861.0	861.0	861.0	861.0	861.0
Bacteria;Bacteria;Firmicutes;Bacilli;Lactobacillales	54422.0	54422.0	54422.0	54422.0	54422.0	24149.0	24149.0	24149.0	24149.0	24149.0	356.0	356.0	356.0	356.0	356.0	64551.0	64551.0	64551.0	64551.0	64551.0	40877.0	40877.0	40877.0	40877.0	40877.0	6395.0	6395.0	6395.0	6395.0	6395.0	42623.0	42623.0	42623.0	42623.0	42623.0	8601.0	11543.75	14486.5	17429.25	20372.0	17620.0	17620.0	17620.0	17620.0	17620.0	1554.0	1554.0	1554.0	1554.0	1554.0	2990.0	4342.75	5695.5	7048.25	8401.0	26355.0	26355.0	26355.0	26355.0	26355.0	36209.0	36209.0	36209.0	36209.0	36209.0	26276.0	26276.0	26276.0	26276.0	26276.0	21793.0	21793.0	21793.0	21793.0	21793.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales	20.0	20.0	20.0	20.0	20.0	46.0	46.0	46.0	46.0	46.0	18.0	18.0	18.0	18.0	18.0	1.0	1.0	1.0	1.0	1.0	68.0	68.0	68.0	68.0	68.0	193.0	193.0	193.0	193.0	193.0	104.0	104.0	104.0	104.0	104.0	1.0	2.5	4.0	5.5	7.0	19.0	19.0	19.0	19.0	19.0	111.0	111.0	111.0	111.0	111.0	1.0	3.25	5.5	7.75	10.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	40.0	59.0	59.0	59.0	59.0	59.0	64.0	64.0	64.0	64.0	64.0
Bacteria;Bacteria;Firmicutes;Bacilli;Staphylococcales	1.0	1.0	1.0	1.0	1.0	126.0	126.0	126.0	126.0	126.0	136.0	136.0	136.0	136.0	136.0	48.0	48.0	48.0	48.0	48.0	1.0	1.0	1.0	1.0	1.0	172.0	172.0	172.0	172.0	172.0	42.0	42.0	42.0	42.0	42.0	16.0	19.5	23.0	26.5	30.0	32.0	32.0	32.0	32.0	32.0	15.0	15.0	15.0	15.0	15.0	1.0	61.75	122.5	183.25	244.0	124.0	124.0	124.0	124.0	124.0	322.0	322.0	322.0	322.0	322.0	55.0	55.0	55.0	55.0	55.0	184.0	184.0	184.0	184.0	184.0
Bacteria;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales	8.0	8.0	8.0	8.0	8.0	128.0	128.0	128.0	128.0	128.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	125.0	125.0	125.0	125.0	125.0	7.0	7.0	7.0	7.0	7.0	1.0	1.0	1.0	1.0	1.0	15.0	25.5	36.0	46.5	57.0	64.0	64.0	64.0	64.0	64.0	15.0	15.0	15.0	15.0	15.0	1.0	10.5	20.0	29.5	39.0	20.0	20.0	20.0	20.0	20.0	13.0	13.0	13.0	13.0	13.0	58.0	58.0	58.0	58.0	58.0	48.0	48.0	48.0	48.0	48.0
Bacteria;Bacteria;Firmicutes;Clostridia;Oscillospirales	147.0	147.0	147.0	147.0	147.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	6.0	6.0	6.0	6.0	1.0	5.5	10.0	14.5	19.0	1.0	1.0	1.0	1.0	1.0	23.0	23.0	23.0	23.0	23.0	1.0	1.5	2.0	2.5	3.0	480.0	480.0	480.0	480.0	480.0	7.0	7.0	7.0	7.0	7.0	1.0	1.0	1.0	1.0	1.0	6.0	6.0	6.0	6.0	6.0
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales	23.0	23.0	23.0	23.0	23.0	69.0	69.0	69.0	69.0	69.0	29.0	29.0	29.0	29.0	29.0	22.0	22.0	22.0	22.0	22.0	43.0	43.0	43.0	43.0	43.0	327.0	327.0	327.0	327.0	327.0	26.0	26.0	26.0	26.0	26.0	1.0	1.0	1.0	1.0	1.0	61.0	61.0	61.0	61.0	61.0	307.0	307.0	307.0	307.0	307.0	1.0	2.5	4.0	5.5	7.0	49.0	49.0	49.0	49.0	49.0	1.0	1.0	1.0	1.0	1.0	57.0	57.0	57.0	57.0	57.0	67.0	67.0	67.0	67.0	67.0
