Bacteria;Bacteria;Patescibacteria;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.5	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Synergistota;Synergistia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	769.0	911.5	1082.0	1357.25	1814.0	1.0	1.0	1.0	1.0	1.0	2760.0	2760.0	2760.0	2760.0	2760.0
Bacteria;Bacteria;Firmicutes;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	51.5	102.0	499.0	712.0	821.0	1014.75	1482.0	1.0	1.0	1.0	3.5	11.0	807.0	807.0	807.0	807.0	807.0
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria	16.0	27.0	38.0	57.0	76.0	33.0	43.0	53.0	63.0	73.0	3873.0	4308.75	4885.5	6598.25	10442.0	7.0	9.25	38.5	86.25	144.0	4780.0	4780.0	4780.0	4780.0	4780.0
Bacteria;Bacteria;Patescibacteria;Saccharimonadia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	159.0	366.75	681.0	981.75	1149.0	1.0	1.0	1.0	1.0	1.0	2257.0	2257.0	2257.0	2257.0	2257.0
Bacteria;Bacteria;Desulfobacterota;Desulfobacteria	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	66.0	75.75	94.5	110.25	111.0	1.0	1.0	1.0	1.0	1.0	794.0	794.0	794.0	794.0	794.0
Bacteria;Bacteria;Firmicutes;Desulfitobacteriia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	242.0	540.5	1294.5	1962.75	2004.0	1.0	1.0	1.0	1.0	1.0	807.0	807.0	807.0	807.0	807.0
Bacteria;Bacteria;Firmicutes;Negativicutes	1.0	12.5	24.0	42.0	60.0	1.0	3.0	5.0	32.0	59.0	100.0	195.25	253.5	464.25	1017.0	1.0	19.0	30.0	35.75	38.0	163.0	163.0	163.0	163.0	163.0
Bacteria;Bacteria;Myxococcota;Myxococcia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.5	7.75	13.0	1.0	1.0	1.0	1.0	1.0	237.0	237.0	237.0	237.0	237.0
Bacteria;Bacteria;Rs-K70 termite group;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	63.0	111.0	188.0	491.25	1218.0	1.0	1.0	1.0	1.0	1.0	514.0	514.0	514.0	514.0	514.0
Bacteria;Bacteria;Planctomycetota;Planctomycetes	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	5.0	5.5	7.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0
Bacteria;Bacteria;Firmicutes;Syntrophomonadia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	53.0	59.75	74.5	90.75	102.0	1.0	1.0	1.0	1.0	1.0	85.0	85.0	85.0	85.0	85.0
Bacteria;Bacteria;Proteobacteria;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.25	6.0	1.0	1.0	1.0	3.75	12.0	10.0	10.0	10.0	10.0	10.0
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	4.5	12.75	33.0	1.0	1.0	1.0	1.0	1.0	19.0	19.0	19.0	19.0	19.0
Bacteria;Bacteria;Chloroflexi;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	5.0	5.0	5.0	5.0
Bacteria;Bacteria;Desulfobacterota;Desulfarculia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	27.0	32.25	35.5	45.5	71.0	1.0	1.0	1.0	1.0	1.0	22.0	22.0	22.0	22.0	22.0
Bacteria;Bacteria;Planctomycetota;vadinHA49	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	110.0	171.5	209.0	383.5	856.0	1.0	1.0	1.0	1.0	1.0	1531.0	1531.0	1531.0	1531.0	1531.0
Bacteria;Bacteria;Firmicutes;BRH-c20a	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	6.75	9.0	22.0	58.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Elusimicrobiota;Endomicrobia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.75	12.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Deferribacterota;Deferribacteres	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	36.5	83.5	118.0	1.0	1.0	1.0	1.0	1.0	108.0	108.0	108.0	108.0	108.0
Bacteria;Bacteria;Myxococcota;Polyangia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.75	4.0	1.0	1.0	1.0	1.0	1.0	11.0	11.0	11.0	11.0	11.0
Bacteria;Bacteria;Firmicutes;Sulfobacillia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.5	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Actinobacteriota;Thermoleophilia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.25	8.5	10.75	16.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0
Bacteria;Bacteria;Cyanobacteria;Vampirivibrionia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	7.0	21.5	67.5	162.0	1.0	1.0	1.0	1.0	1.0	10.0	10.0	10.0	10.0	10.0
Bacteria;Bacteria;Chloroflexi;Chloroflexia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.75	8.0	10.25	11.0	1.0	1.0	1.0	1.0	1.0	178.0	178.0	178.0	178.0	178.0
Bacteria;Bacteria;Fusobacteriota;Fusobacteriia	1.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Bdellovibrionota;Oligoflexia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.5	7.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
;;;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.5	15.25	49.0	1.0	1.0	2.0	7.25	20.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Cyanobacteria;Cyanobacteriia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Halanaerobiaeota;Halanaerobiia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0	9.0	9.0	9.0	9.0
Bacteria;Bacteria;Bdellovibrionota;Bdellovibrionia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.5	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Firmicutes;Desulfotomaculia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14.5	55.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0	8.0	8.0	8.0	8.0
Bacteria;Bacteria;Firmicutes;Incertae Sedis	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.5	12.25	19.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Sumerlaeota;Sumerlaeia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	5.0	5.0	5.0	5.0
Bacteria;Bacteria;Cyanobacteria;Sericytochromatia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Desulfobacterota;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.75	36.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Bacteria;Bacteria;Firmicutes;Limnochordia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0
