	W	Reject null hypothesis
Bacteria;Bacteria;Firmicutes;Bacilli	46	True
Bacteria;Bacteria;Firmicutes;Clostridia	46	True
Bacteria;Bacteria;Desulfobacterota;Desulfobacteria	39	True
Bacteria;Bacteria;Actinobacteriota;Coriobacteriia	37	True
Bacteria;Bacteria;Desulfobacterota;Desulfovibrionia	37	True
Bacteria;Bacteria;Patescibacteria;Saccharimonadia	36	True
Bacteria;Bacteria;Firmicutes;Desulfitobacteriia	36	True
Bacteria;Bacteria;Firmicutes;Syntrophomonadia	35	True
Bacteria;Bacteria;Synergistota;Synergistia	35	True
Bacteria;Bacteria;Planctomycetota;vadinHA49	35	True
Bacteria;Bacteria;Actinobacteriota;Actinobacteria	30	False
Bacteria;Bacteria;Halanaerobiaeota;Halanaerobiia	30	False
Bacteria;Bacteria;Desulfobacterota;Desulfarculia	29	False
Bacteria;Bacteria;Verrucomicrobiota;Verrucomicrobiae	29	False
Bacteria;Bacteria;Chloroflexi;Chloroflexia	26	False
Bacteria;Bacteria;Bacteroidota;Bacteroidia	26	False
Bacteria;Bacteria;Acidobacteriota;Blastocatellia	26	False
Bacteria;Bacteria;Rs-K70 termite group;	25	False
Bacteria;Bacteria;Firmicutes;Limnochordia	25	False
Bacteria;Bacteria;Sumerlaeota;Sumerlaeia	25	False
Bacteria;Bacteria;Chloroflexi;	25	False
Bacteria;Bacteria;Bdellovibrionota;Bdellovibrionia	22	False
Bacteria;Bacteria;Fusobacteriota;Fusobacteriia	22	False
Bacteria;Bacteria;Firmicutes;BRH-c20a	21	False
Bacteria;Bacteria;Firmicutes;Sulfobacillia	21	False
Bacteria;Bacteria;Bdellovibrionota;Oligoflexia	20	False
Bacteria;Bacteria;Elusimicrobiota;Endomicrobia	20	False
Bacteria;Bacteria;Patescibacteria;	20	False
Bacteria;Bacteria;Myxococcota;Polyangia	20	False
Bacteria;Bacteria;Proteobacteria;Gammaproteobacteria	19	False
Bacteria;Bacteria;Myxococcota;Myxococcia	19	False
Bacteria;Bacteria;Proteobacteria;Alphaproteobacteria	19	False
Bacteria;Bacteria;Cyanobacteria;Vampirivibrionia	19	False
Bacteria;Bacteria;Cyanobacteria;Cyanobacteriia	18	False
Bacteria;Bacteria;;	18	False
Bacteria;Bacteria;Cyanobacteria;Sericytochromatia	18	False
Bacteria;Bacteria;Firmicutes;	17	False
Bacteria;Bacteria;Firmicutes;Incertae Sedis	14	False
Bacteria;Bacteria;Planctomycetota;Planctomycetes	14	False
Bacteria;Bacteria;Proteobacteria;	13	False
Bacteria;Bacteria;Actinobacteriota;Thermoleophilia	12	False
Bacteria;Bacteria;Actinobacteriota;Acidimicrobiia	12	False
Bacteria;Bacteria;Desulfobacterota;	9	False
;;;	8	False
Bacteria;Bacteria;Firmicutes;Desulfotomaculia	8	False
Bacteria;Bacteria;Deferribacterota;Deferribacteres	4	False
Bacteria;Bacteria;Firmicutes;Negativicutes	0	False
